repoName,id,title,url,lockReason,timelineCount,labels,fixUrl,fixUrlCount,tf_idf
vnpy/vnpy,MDU6SXNzdWU4MzU3MzA2NjA=,bar显示K线图时报错TypeError: can't compare offset-naive and offset-aware datetimes,https://github.com/vnpy/vnpy/issues/2900,,5,['help wanted'],https://github.com/vnpy/vnpy/commit/f989b86b79bbcb6bc4c1a49309aa672ce35aa1ca,1,0.0
python/typeshed,I_kwDOAeOl_86AHvA-,Relativedelta `__rsub__` doesn't respect subclasses of datetime,https://github.com/python/typeshed/issues/11462,,8,[],https://github.com/MaicoTimmerman/typeshed/commit/40f41c6deb548dc02ecbd5d815ad2b4ece2c35b5,7,0.0
python/typeshed,I_kwDOAeOl_850zZIL,`datetime.__sub__` overload order,https://github.com/python/typeshed/issues/10924,,17,[],https://github.com/python/typeshed/pull/10999,1,0.15192280146891757
python/typeshed,I_kwDOAeOl_85w2Trf,types-pytz stubs missing attributes for `BaseTzInfo`,https://github.com/python/typeshed/issues/10708,,4,['stubs: incomplete'],https://github.com/python/typeshed/pull/10733,2,0.0
python/typeshed,I_kwDOAeOl_85chr1k,Python's datetime.datetime.strptime has wrong return type,https://github.com/python/typeshed/issues/9578,,5,['stubs: false positive'],https://github.com/python/typeshed/pull/9706,2,0.0
python/typeshed,I_kwDOAeOl_85UorXY,Possible bug in definition of datetime.timedelta,https://github.com/python/typeshed/issues/8971,,7,[],https://github.com/python/typeshed/commit/5a20f24806a967c92ac4fd20034b2b77cf5cb31d,4,0.0
python/typeshed,MDU6SXNzdWU5MDE0ODM4MTY=,Invalid typing for datetime.timedelta.__init__?,https://github.com/python/typeshed/issues/5529,,2,[],https://github.com/python/typeshed/pull/5532,2,0.0
python/typeshed,MDU6SXNzdWU5MDA1MTQyODE=,No typing for datetime.time.__new__?,https://github.com/python/typeshed/issues/5527,,5,['stubs: false positive'],https://github.com/python/typeshed/pull/5530,3,0.0
python/typeshed,MDU6SXNzdWU2MzAzNjk4MTA=,DateTimeRange should allow datetime.datetime in __init__,https://github.com/python/typeshed/issues/4166,,4,[],https://github.com/python/typeshed/commit/ec3370b2b0e55f94afe3e72ea5e63aa50412f337,2,0.0
python/typeshed,MDU6SXNzdWU1MzY5NzcxNzQ=,"Unsupported operand types for + (""timedelta"" and ""datetime"")",https://github.com/python/typeshed/issues/3538,,7,['stubs: false positive'],https://github.com/lovasoa/typeshed/commit/fca03d64689dfbc617e506ca1600f8f6b9842f51,4,0.4795145156266289
python/typeshed,MDU6SXNzdWU1MTU0MjU2MjI=,timespec keyword generates false error in mypy (datetime),https://github.com/python/typeshed/issues/3431,,7,['stubs: incomplete'],https://github.com/python/typeshed/pull/3432,3,0.0
python/typeshed,MDU6SXNzdWUzODQzMDA1Njc=,Incorrect return type of datetime.datetime.dst,https://github.com/python/typeshed/issues/2633,,6,[],https://github.com/jrosdahl/typeshed/commit/7a5c1c35c40275f9e6475ecd690371dd3cf758f5,6,0.0
python/typeshed,MDU6SXNzdWUzNDA3MjM3ODM=,datetime.date.fromisoformat template missing,https://github.com/python/typeshed/issues/2328,,3,[],https://github.com/python/typeshed/pull/2426,2,1.1987862890665721
python/typeshed,MDU6SXNzdWUzNjQwNTE2NzE=,A variable annotated with 'date' is not compatible with a value of type 'datetime'.,https://github.com/python/typeshed/issues/2487,,12,[],https://github.com/mvaled/typeshed/commit/6bacc45af11fc9cd33f1ffcb9746b1568dc24faf,6,0.40934165968126857
python/typeshed,MDU6SXNzdWUzNTkyNjc5MjQ=,`fold` arguments for datetime/time added in Python 3.6 is not supported,https://github.com/python/typeshed/issues/2448,,4,[],https://github.com/kitsuyui/typeshed/pull/1,2,0.0
python/typeshed,MDU6SXNzdWUzMjQ2NjAwMDI=,"mypy 0.600 reports that pymysql module has no attribute ""DATETIME""",https://github.com/python/typeshed/issues/2151,,4,[],https://github.com/python/typeshed/pull/2220,3,0.0
python/typeshed,MDU6SXNzdWUyOTI5MDAyMzk=,Missing 3.6 additions to datetime module,https://github.com/python/typeshed/issues/1847,,2,[],https://github.com/python/typeshed/pull/1848,2,0.0
python/typeshed,MDU6SXNzdWUxOTE1NzI3Mjg=,py2 pytz.UTC issue,https://github.com/python/typeshed/issues/710,,6,[],https://github.com/rowillia/typeshed/commit/e4929f4b599f2a5dce2a4eef2e680a3cc5fac08a,4,0.0
python/typeshed,MDU6SXNzdWUxNzg3MjIwMzA=,tzinfo vs. timestamp type for timezone.utc,https://github.com/python/typeshed/issues/567,,7,[],https://github.com/python/typeshed/pull/568,1,0.0
python/typeshed,MDU6SXNzdWUxNTM0MjgyNjA=,datetime.datetime.astimezone should take the more general tzinfo instead of its subclass timezone,https://github.com/python/typeshed/issues/186,,2,[],https://github.com/python/typeshed/commit/eab591bb08ff5a012e1d34547393df6fc734dec8,1,0.0
certsocietegenerale/FIR,MDU6SXNzdWU2MDg0NTQ2OA==,SQLite backend does not support timezone-aware datetimes when USE_TZ is False,https://github.com/certsocietegenerale/FIR/issues/1,,3,[],https://github.com/certsocietegenerale/FIR/commit/b12bc3e48ce84b2834ec73189f3e4d4fab63aeda,2,0.0
quodlibet/quodlibet,MDU6SXNzdWU2MjMzODY5OTI=,"Support ""Elapsed Time"" in --print-playing",https://github.com/quodlibet/quodlibet/issues/3377,,14,"['enhancement', 'CLI']",https://github.com/quodlibet/quodlibet/commit/b6f5126a63e65a8f4efc8124d27cc1f37399f1fa,6,0.09115381061281606
pimutils/todoman,MDU6SXNzdWU1NTQwNzc5MTQ=,"`todo --porcelain` throws Attributeerror when DUE is a date, not a datetime",https://github.com/pimutils/todoman/issues/376,,9,[],https://github.com/benmoran/todoman/commit/9fbb7c9212ecc5921d887361668b414ce2dae5a3,7,0.0
pimutils/todoman,MDU6SXNzdWUyMTE0NDEyMjY=,Todoman needs to deal with date vs datetime,https://github.com/pimutils/todoman/issues/165,,12,"['bug', 'lv: hard']",https://github.com/pimutils/todoman/pull/360,2,0.08261521490355603
pimutils/todoman,MDU6SXNzdWUzODY1NTU2Mzc=,[question/request for documentation] document how to configure timezone,https://github.com/pimutils/todoman/issues/345,,5,[],https://github.com/pimutils/todoman/pull/346,2,0.28433409181293
pimutils/todoman,MDU6SXNzdWUyMDcwODk2NzM=,sqlite due comparisons don't consider timezones,https://github.com/pimutils/todoman/issues/92,,7,['bug'],https://github.com/pimutils/todoman/pull/93,2,0.15603132006286694
pimutils/todoman,MDU6SXNzdWUyMTExNjU0MDE=,"TodoEditor shows humanized datetimes in due field, may not be able to parse them back",https://github.com/pimutils/todoman/issues/158,,12,"['bug', 'lv: hard']",https://github.com/pimutils/todoman/pull/160,2,0.07492414306666076
kuri65536/python-for-android,MDU6SXNzdWU3MjQ0NjgyMQ==,_wrap_strftime failed in datetime.strftime,https://github.com/kuri65536/python-for-android/issues/92,,2,['bug'],https://github.com/kuri65536/python-for-android/commit/4a21f57123ebaef306f7fa8a6dca221cfe8e87c4,1,0.0
matomo-org/matomo-log-analytics,MDU6SXNzdWUyNzA1MDg0Mjg=,Ability to import requests matching datetimes FROM->TO from a server log file,https://github.com/matomo-org/matomo-log-analytics/issues/193,,8,"['enhancement', 'not-in-changelog']",https://github.com/matomo-org/matomo-log-analytics/pull/196,1,0.0
ESMCI/cime,MDU6SXNzdWUyODM2NDgzOTA=,use of python datetime in case_st_archive precludes dates beyond 9999,https://github.com/ESMCI/cime/issues/2162,,18,['ty: Bug'],https://github.com/ESMCI/cime/pull/2145,4,0.14037923596634697
apache/airflow,I_kwDOAgUK286CaArv,Timezone information should be shown in Next Run details,https://github.com/apache/airflow/issues/38172,,9,"['area:webserver', 'kind:feature', 'good first issue', 'area:UI']",https://github.com/apache/airflow/pull/38482,2,0.0
apache/airflow,I_kwDOAgUK285qkJQo,datetime.utcnow and datetime.utcfromtimestamp are deprecated in Python 3.12,https://github.com/apache/airflow/issues/32344,,24,"['kind:meta', 'area:core']",https://github.com/apache/airflow/pull/35448,4,0.23794082723371004
apache/airflow,I_kwDOAgUK285xcWDN,`pendulum.DateTime` objects now being serialized as python objects with non-standard timezones,https://github.com/apache/airflow/issues/34483,,35,"['kind:bug', 'area:serialization', 'affected_version:2.7']",https://github.com/apache/airflow/pull/34492,2,0.4546045915883362
apache/airflow,I_kwDOAgUK285yUv5Y,Recent changes to timezone support broke some operators,https://github.com/apache/airflow/issues/34673,,25,"['kind:bug', 'area:system-tests', 'area:core', 'affected_version:main_branch']",https://github.com/apache/airflow/pull/34683,1,0.5604205872206744
apache/airflow,I_kwDOAgUK285t2xuD,TimeSensorAsync does not use DAG timezone to convert naive time input,https://github.com/apache/airflow/issues/33256,,20,"['kind:bug', 'area:core', 'area:core-operators', 'affected_version:2.6']",https://github.com/apache/airflow/pull/33406,6,0.0
apache/airflow,I_kwDOAgUK285eplzc,DateTimeSensorAsync breaks if target_time is timezone-aware,https://github.com/apache/airflow/issues/29576,,8,"['kind:bug', 'area:core-operators', 'affected_version:2.5']",https://github.com/apache/airflow/pull/29606,2,0.0
apache/airflow,I_kwDOAgUK285XQjc-,assignment to dag.timezone ,https://github.com/apache/airflow/issues/27903,,12,[],https://github.com/apache/airflow/pull/28400,1,0.5384477646097743
apache/airflow,I_kwDOAgUK285J_2RT,Webserver shows wrong datetime (timezone) in log,https://github.com/apache/airflow/issues/23796,,35,"['kind:bug', 'good first issue', 'area:UI']",https://github.com/apache/airflow/pull/24373,4,0.21337661388946874
apache/airflow,I_kwDOAgUK284-ldvG,"datetime in parameters cause ""TypeError: Object of type set is not JSON serializable""",https://github.com/apache/airflow/issues/19519,,36,"['kind:bug', 'area:core']",https://github.com/apache/airflow/pull/19637,1,0.08235335687323228
apache/airflow,MDU6SXNzdWU3ODU3MTAwODE=,"scheduler dies with ""TypeError: '>' not supported between instances of 'NoneType' and 'datetime.datetime'""",https://github.com/apache/airflow/issues/13667,,50,"['kind:bug', ""Can't Reproduce"", 'affected_version:2.0']",https://github.com/astronomer/airflow/commit/303d629e1027c494a6b8791541ab07d5ecf11d94,20,0.03419615415514919
apache/airflow,I_kwDOAgUK285M0wpa,TimeSensorAsync breaks if target_time is timezone-aware,https://github.com/apache/airflow/issues/24736,,15,"['kind:feature', 'area:async-operators']",https://github.com/apache/airflow/pull/25221,2,0.5114054201784447
apache/airflow,I_kwDOAgUK285OqY03,Object of type datetime is not JSON serializable after detecting zombie jobs with CeleryExecutor and separated Scheduler and DAG-Processor,https://github.com/apache/airflow/issues/25343,,13,"['kind:bug', 'area:core']",https://github.com/apache/airflow/pull/25471,2,0.01733184996240827
apache/airflow,I_kwDOAgUK284-BPxc,Webserver shows wrong datetime (timezone) in log,https://github.com/apache/airflow/issues/19342,,33,"['kind:bug', 'good first issue', 'area:UI']",https://github.com/apache/airflow/pull/19401,5,0.19127595796199004
apache/airflow,MDU6SXNzdWU3MTc4NjUyMTY=,MSSQLToGCSOperator fails: datetime is not JSON Serializable,https://github.com/apache/airflow/issues/11370,,13,"['kind:bug', 'provider:google', 'good first issue']",https://github.com/apache/airflow/pull/11540,3,0.0
apache/airflow,I_kwDOAgUK285Gz2yl,SAWarning: TypeDecorator UtcDateTime(timezone=True) will not produce a cache key because the ``cache_ok`` attribute is not set to True,https://github.com/apache/airflow/issues/22647,,9,"['kind:bug', 'area:core']",https://github.com/apache/airflow/pull/24499,1,0.0
apache/airflow,MDU6SXNzdWU5NzQ1NjUxOTQ=,airflow.dates.days_ago doesn't respect configured timezone,https://github.com/apache/airflow/issues/17720,,19,"['kind:bug', ""won't fix"", 'priority:low', 'area:core']",https://github.com/apache/airflow/pull/20508,1,0.8178496987198173
apache/airflow,I_kwDOAgUK285B_LP5,`_get_prev` in CronDataIntervalTimetable return python datetime instead of Pandulum datetime resulting in an error,https://github.com/apache/airflow/issues/20925,,6,"['kind:bug', 'area:core']",https://github.com/apache/airflow/pull/20928,1,0.0
apache/airflow,I_kwDOAgUK284_TDRO,Airflow scheduler crashed with TypeError: '>=' not supported between instances of 'datetime.datetime' and 'NoneType',https://github.com/apache/airflow/issues/19801,,31,"['kind:bug', 'area:Scheduler', 'area:core', 'area:core-operators']",https://github.com/apache/airflow/pull/19821,2,0.17756412605696634
apache/airflow,MDU6SXNzdWU5MjgwODY5MjU=,"InvalidTimezone exception if DAG's start_date timezone is ""+00:00""",https://github.com/apache/airflow/issues/16613,,24,"['kind:bug', 'area:core', 'affected_version:2.0']",https://github.com/apache/airflow/pull/16631,2,0.4168491477792251
apache/airflow,I_kwDOAgUK2849kS_L,TypeError: unsupported operand type(s) for +=: 'NoneType' and 'datetime.timedelta',https://github.com/apache/airflow/issues/19143,,6,"['kind:bug', 'area:core']",https://github.com/apache/airflow/pull/19148,2,0.0
apache/airflow,MDU6SXNzdWU5MjU2NDk2MDc=,AttributeError: 'datetime.timezone' object has no attribute 'name',https://github.com/apache/airflow/issues/16551,,28,"['kind:bug', 'area:core', 'affected_version:2.0']",https://github.com/apache/airflow/pull/16599,8,0.7694696124744026
apache/airflow,MDU6SXNzdWU5NDMwMDc4Mjc=,backfill API can not backfill at time 00:00  if set default_timezone=Asia/Shanghai,https://github.com/apache/airflow/issues/16961,,10,"['kind:feature', 'area:core']",https://github.com/yyhecust/airflow/commit/0e61279fa16047edae2d03477ebc62218f223afd,2,0.0
apache/airflow,MDU6SXNzdWU4MzE5MTI4MDQ=,Design/build timezone switcher modal,https://github.com/apache/airflow/issues/14807,,11,"['area:UI', 'kind:task', 'AIP-38']",https://github.com/apache/airflow/pull/15096,3,0.0
apache/airflow,MDU6SXNzdWU4NTI4MDMxOTI=,Changing datetime will never show task instance logs,https://github.com/apache/airflow/issues/15261,,7,"['kind:bug', 'area:webserver', 'area:UI']",https://github.com/apache/airflow/pull/15284,3,0.30542594600708595
apache/airflow,MDU6SXNzdWU4MzE5MDAwODA=,Configure App Timezone provider and display utilities,https://github.com/apache/airflow/issues/14806,,9,"['area:UI', 'kind:task', 'AIP-38']",https://github.com/apache/airflow/pull/15096,2,0.4831530412868272
apache/airflow,MDU6SXNzdWU2MDAwNTExMjM=,Wrong datetimes in RBAC ModelViews caused by wrong session type,https://github.com/apache/airflow/issues/8315,,11,"['kind:bug', 'area:webserver']",https://github.com/apache/airflow/pull/14025,1,0.03731630471802559
apache/airflow,MDU6SXNzdWU3MzkxMzM0NzM=,(REST API)Triggering a dagrun with naive datetime raises an html page instead of json,https://github.com/apache/airflow/issues/12201,,4,['kind:bug'],https://github.com/apache/airflow/pull/12248,2,0.0
apache/airflow,MDU6SXNzdWUxMzQxNjk2NDI=,Ensure airflow database is created with timezone set to UTC,https://github.com/apache/airflow/issues/1015,,11,['Roadmap'],https://github.com/apache/airflow/pull/1062,1,0.2916510073431397
apache/airflow,MDU6SXNzdWUxMjE3MDIwMzQ=,Tutorial and default install on Ubuntu 14.4 give `SQLite DateTime type only accepts Python` error when running pipelines,https://github.com/apache/airflow/issues/753,,12,['kind:bug'],https://github.com/andriisoldatenko/airflow/commit/8a265067e5ef5a7a7130c61b2f277b613be691e9,1,0.04584276938621422
ibis-project/ibis,I_kwDOAgjsXs6K7e2S,bug: cannot convert mysql `datetime(6)` type to ibis datatype,https://github.com/ibis-project/ibis/issues/9293,,7,"['bug', 'mysql', 'datatypes', 'timestamps']",https://github.com/ibis-project/ibis/pull/9294,2,0.0
ibis-project/ibis,I_kwDOAgjsXs562yue,Potential timezone bug in ibis-framework[postgres],https://github.com/ibis-project/ibis/issues/7872,,24,"['bug', 'postgres']",https://github.com/ibis-project/ibis/pull/7942,2,0.08541391296592005
ibis-project/ibis,I_kwDOAgjsXs55er4q,"bug: CompileError: No literal value renderer is available for literal value ""datetime.datetime(1998, 9, 2, 0, 0)"" with datatype DATETIME",https://github.com/ibis-project/ibis/issues/7722,,3,['bug'],https://github.com/ibis-project/ibis/pull/7723,2,0.0
ibis-project/ibis,I_kwDOAgjsXs5mvJ3N,feat(snowflake): support a timezone in `to_timestamp` from a string expression,https://github.com/ibis-project/ibis/issues/6292,,24,"['feature', 'snowflake', 'unresolved']",https://github.com/ibis-project/ibis/pull/6295,1,0.25802517175522355
ibis-project/ibis,I_kwDOAgjsXs5yNXzf,"bug(bigquery): `TIMESTAMP` is unconditionally used for timestamp literals, even when lacking a timezone",https://github.com/ibis-project/ibis/issues/7233,,18,"['bug', 'bigquery']",https://github.com/ibis-project/ibis/pull/7234,2,0.14187262594150904
ibis-project/ibis,I_kwDOAgjsXs5lBPtT,bug: bigquery TIMESTAMP type can support timezone,https://github.com/ibis-project/ibis/issues/6143,,3,['bug'],https://github.com/ibis-project/ibis/pull/6144,2,0.0
ibis-project/ibis,I_kwDOAgjsXs5kQDCP,bug: mysql table with bad datetime data causes ibis to fail to execute a table,https://github.com/ibis-project/ibis/issues/6077,,10,['bug'],https://github.com/ibis-project/ibis/pull/6085,2,0.09286506315536673
ibis-project/ibis,I_kwDOAgjsXs5OqdJU,bug(pandas): pandas backend does not support series == datetime.date() operations,https://github.com/ibis-project/ibis/issues/4291,,7,"['bug', 'pandas']",https://github.com/ibis-project/ibis/pull/4296,2,0.0
ibis-project/ibis,MDU6SXNzdWU0ODAyMTkwNjk=,ENH: Support Arrow timezone-aware timestamps,https://github.com/ibis-project/ibis/issues/1922,,3,[],https://github.com/ibis-project/ibis/pull/1923,3,0.0
ibis-project/ibis,MDU6SXNzdWU0MTg0NDI4MzY=,`ibis.timestamp` should accept a timezone argument,https://github.com/ibis-project/ibis/issues/1712,,2,[],https://github.com/ibis-project/ibis/pull/1722,2,0.0
ibis-project/ibis,MDU6SXNzdWUzMjc4MzkwMTY=,Timezone information is not passed from datetime objects through to ibis.literal,https://github.com/ibis-project/ibis/issues/1459,,12,"['bug', 'expressions']",https://github.com/ibis-project/ibis/pull/1473,3,0.3266898468571704
ibis-project/ibis,MDU6SXNzdWUzMjU1Mjg0OTU=,Implement Strpdate as `to_datetime` for BigQuery,https://github.com/ibis-project/ibis/issues/1455,,7,"['feature', 'expressions']",https://github.com/ibis-project/ibis/pull/1457,2,0.0
ibis-project/ibis,MDU6SXNzdWUyNjEwNzA0MDY=,'SET LOCAL TIMEZONE = UTC') causes crash on Redshift with postgres driver,https://github.com/ibis-project/ibis/issues/1158,,8,"['bug', 'postgres']",https://github.com/ibis-project/ibis/pull/1163,2,0.3270633796492712
ibis-project/ibis,MDU6SXNzdWU2OTkyMjMwNQ==,[CLOSED] Datetime support,https://github.com/ibis-project/ibis/issues/2,,14,[],https://github.com/maxmzkr/ibis/commit/df2fe94322ca9f4cab50ce6861b2f4f0652cdcbe,11,0.6321529077861902
Brobin/django-seed,MDU6SXNzdWUxMTA2NDQ0OTA=,remove warning suppression in management command for non-timezone aware datetimes,https://github.com/Brobin/django-seed/issues/24,,4,[],https://github.com/Brobin/django-seed/pull/25,2,0.4221930454191991
Brobin/django-seed,MDU6SXNzdWUxMDI0NTI5NDQ=,using naive date times when timezone is active,https://github.com/Brobin/django-seed/issues/18,,2,[],https://github.com/Brobin/django-seed/commit/fdb2b35a90f6169d4f23aca9b4d59ebb455b6d8f,2,0.0
ipython/ipykernel,I_kwDOAgGK786BIP8d,TypeError: '>=' not supported between instances of 'str' and 'datetime.datetime',https://github.com/ipython/ipykernel/issues/1218,,8,[],https://github.com/ipython/ipykernel/pull/1219,2,0.05663557271180656
openaps/openaps,MDU6SXNzdWUxNDIxNTg3MDI=,Timezone doesn't handle daylight savings time well,https://github.com/openaps/openaps/issues/86,,5,[],https://github.com/ddaniels1/openaps/commit/202a53f1969726da2671edc05d6167bd1970fa69,1,0.3786971782646734
openaps/openaps,MDU6SXNzdWUxNTczMjU1NDM=,Don't hard-code timezone,https://github.com/openaps/openaps/issues/93,,3,[],https://github.com/ddaniels1/openaps/commit/1ab726adfed096e86c8acb3f899de0eb6e43ef13,1,0.1038397489200032
astropy/astroplan,MDU6SXNzdWU1NTA1MDE0OTU=,use_local_tz is not using the local timezone,https://github.com/astropy/astroplan/issues/452,,3,[],https://github.com/astropy/astroplan/pull/455,1,0.0
pysat/pysat,I_kwDOAf5nus6COSzt,MAINT: datetime deprecation,https://github.com/pysat/pysat/issues/1186,,7,[],https://github.com/pysat/pysat/pull/1194,1,0.0
pysat/pysat,I_kwDOAf5nus48RZx8,BUG: `create_datetime_index` mislabels data file index when dates are out of order.,https://github.com/pysat/pysat/issues/906,,8,['bug'],https://github.com/pysat/pysat/pull/907,1,0.0
pysat/pysat,MDU6SXNzdWU4MTAzODU2MTE=,Moved `pysat.Instrument._filter_datetime_input` to `pysat.utils.time.filter_datetime_input`,https://github.com/pysat/pysat/issues/682,,4,[],https://github.com/pysat/pysat/pull/722,1,0.0
pysat/pysat,MDU6SXNzdWU2Nzg0NTUwNTc=,STY: Use of aware vs naive datetime objects,https://github.com/pysat/pysat/issues/514,,13,['style'],https://github.com/pysat/pysat/commit/fa30eab756330f895dd8ab5027d60d0b25bd0995,4,0.3914651743001309
pysat/pysat,MDU6SXNzdWU1NTc4NzA2ODE=,FW: pandas.datetime class is deprecated,https://github.com/pysat/pysat/issues/366,,12,['FutureWarning'],https://github.com/pysat/pysat/pull/367,2,0.06949485733719259
pysat/pysat,MDU6SXNzdWUzODQxNjkxODA=,Datetime inputs to pysat,https://github.com/pysat/pysat/issues/122,,7,"['bug', 'testing']",https://github.com/pysat/pysat/pull/141,1,0.0
borgbackup/borg,MDU6SXNzdWUyMTg1ODc4Njc=,add timezone to datetime display format,https://github.com/borgbackup/borg/issues/2368,,8,[],https://github.com/borgbackup/borg/pull/6964,2,0.2832849195102168
borgbackup/borg,MDU6SXNzdWUyMTg3MjE0MDQ=,"JSON: Use a more standard, timezone-aware format date time format",https://github.com/borgbackup/borg/issues/2376,,37,['c: json api'],https://github.com/borgbackup/borg/pull/2916,4,0.3503808569002012
borgbackup/borg,MDU6SXNzdWUzNTI0NjY0NTE=,User-defined datetime format_spec,https://github.com/borgbackup/borg/issues/4055,,10,[],https://github.com/borgbackup/borg/pull/4063,2,0.13365165799026663
borgbackup/borg,MDU6SXNzdWUxODg0Njc1MjQ=,create: {now} date/time format for nanoseconds,https://github.com/borgbackup/borg/issues/1822,,14,"['documentation', 'easy']",https://github.com/ThomasWaldmann/borg/commit/d8e806aac10d18ae03da18214523257096cb01d9,1,0.26359668889387866
borgbackup/borg,MDU6SXNzdWUxMzM4NDE3MTc=,borg create -v --stats shall use iso datetime format,https://github.com/borgbackup/borg/issues/663,,5,['enhancement'],https://github.com/ThomasWaldmann/borg/commit/91f10e1a290b55f17f3186b15bbad5fa6c732726,3,0.0
cowrie/cowrie,MDU6SXNzdWUzNDgxMjc0MzI=,Two different timezones in cowrie.log and cowrie.json,https://github.com/cowrie/cowrie/issues/844,,10,['enhancement'],https://github.com/cowrie/cowrie/pull/1003,1,0.27341718632596246
spec-first/connexion,MDU6SXNzdWUzOTc5MTE5NjA=,datetime support for JSonifier,https://github.com/spec-first/connexion/issues/846,,5,[],https://github.com/spec-first/connexion/pull/851,2,0.26264278439023364
spec-first/connexion,MDU6SXNzdWUxMDE2NTc5NjQ=,JSONEncoder datetime.date encoding fails,https://github.com/spec-first/connexion/issues/51,,4,[],https://github.com/cansik/connexion/commit/4055f39234b67fdc2c9a745e46e8dac660ecd826,2,0.0
man-group/arctic,MDU6SXNzdWUzNzc4MDg2Mzg=,Timezone aware Datetime types (DatetimeTZDtype) don't have hasobject attribute,https://github.com/man-group/arctic/issues/648,,11,['bug'],https://github.com/man-group/arctic/pull/647,1,0.0
man-group/arctic,MDU6SXNzdWUyNjYxOTc5MTM=,Save/load fails on empty MultiIndex + timezone,https://github.com/man-group/arctic/issues/440,,5,['bug'],https://github.com/man-group/arctic/pull/441,2,0.0
man-group/arctic,MDU6SXNzdWUyMjY1ODM3MzQ=,Pandas 0.20.0 breaks arctic (get_timezone),https://github.com/man-group/arctic/issues/350,,5,[],https://github.com/man-group/arctic/pull/352,1,0.0
man-group/arctic,MDU6SXNzdWUyMDczMDY5NzE=,Datetime indexes should be sorted in Chunkstore,https://github.com/man-group/arctic/issues/324,,9,[],https://github.com/man-group/arctic/commit/a0e8b2b0ebc18255cc23a6b48feeebfaa9f99911,6,0.0
man-group/arctic,MDU6SXNzdWUxNDQyNjQ2OTA=,Numpy 1.11.0 datetime parsing is not timezone aware,https://github.com/man-group/arctic/issues/119,,3,[],https://github.com/man-group/arctic/pull/120,1,0.0
fossasia/open-event-server,I_kwDOAhouIM48LwXF,Ticket Email: Timezone of Event Time/Date and Purchase Time/Date should be following event Timezone,https://github.com/fossasia/open-event-server/issues/8248,,17,['bug'],https://github.com/fossasia/open-event-server/pull/8253,2,0.0
fossasia/open-event-server,MDU6SXNzdWU2NzU1NTA0MzE=,Fix: Make the test_order creation time in test_humanize_helper timezone aware,https://github.com/fossasia/open-event-server/issues/7194,,6,['testing'],https://github.com/fossasia/open-event-server/pull/8048,3,0.6846502062665095
fossasia/open-event-server,MDU6SXNzdWU3NDE2NDQ2NzI=,Change email and PDF datetimes to event timezone,https://github.com/fossasia/open-event-server/issues/7438,,10,"['bug', 'Priority: High', 'codeheat']",https://github.com/fossasia/open-event-server/pull/7452,2,0.0
fossasia/open-event-server,MDU6SXNzdWU1NDE1NDU4NjU=,Ticket Dashboard: Completed_At Property of Order is not timezone aware.,https://github.com/fossasia/open-event-server/issues/6691,,5,"['bug', 'invalid']",https://github.com/fossasia/open-event-server/pull/6692,1,0.0
fossasia/open-event-server,MDU6SXNzdWU0NjI2MTg0OTc=,Additional fields required for timezone & invoice sent out date,https://github.com/fossasia/open-event-server/issues/6127,,5,['database'],https://github.com/fossasia/open-event-server/pull/6130,2,0.0
fossasia/open-event-server,MDU6SXNzdWUyMzM5MTEwNDk=,Migrate all data in datetime fields to `time-stamp with timezone`,https://github.com/fossasia/open-event-server/issues/3739,,28,"['refactor', 'database']",https://github.com/fossasia/open-event-server/pull/3708,3,0.3043951819295366
fossasia/open-event-server,MDU6SXNzdWUyNDQ1NjMzMDg=,PATCH request for event requires timezone attribute,https://github.com/fossasia/open-event-server/issues/4120,,4,['has-PR'],https://github.com/fossasia/open-event-server/pull/4133,2,0.0
fossasia/open-event-server,MDU6SXNzdWUyNDI2NDg0OTA=,Remove validation b/w date offset and timezone,https://github.com/fossasia/open-event-server/issues/4042,,6,['has-PR'],https://github.com/fossasia/open-event-server/pull/4043,2,0.0
fossasia/open-event-server,MDU6SXNzdWUyNDI2MDE3MDk=,Add exception handling if user provides wrong timezone ,https://github.com/fossasia/open-event-server/issues/4037,,6,"['bug', 'has-PR']",https://github.com/fossasia/open-event-server/pull/4038,2,0.0
fossasia/open-event-server,MDU6SXNzdWUyNDI2NDQ5MjE=,Handle existing incorrect timezone values in database during migration.,https://github.com/fossasia/open-event-server/issues/4041,,7,"['bug', 'has-PR']",https://github.com/fossasia/open-event-server/pull/4044,2,0.0
fossasia/open-event-server,MDU6SXNzdWUyMjcyMzY0NTI=,Make Event and Session API responses timezone aware,https://github.com/fossasia/open-event-server/issues/3575,,15,['rest-api'],https://github.com/fossasia/open-event-server/pull/3580,2,0.0
fossasia/open-event-server,MDU6SXNzdWUyMzQ3Nzg5NTg=,Remove timezone field from call for speakers model and API,https://github.com/fossasia/open-event-server/issues/3759,,14,"['refactor', 'rest-api']",https://github.com/fossasia/open-event-server/pull/3763,2,0.15310297251465463
fossasia/open-event-server,MDU6SXNzdWUxODMxOTkwNjY=,Preselect timezone when creating new event,https://github.com/fossasia/open-event-server/issues/2472,,8,[],https://github.com/fossasia/open-event-server/pull/2490,2,0.0
fossasia/open-event-server,MDU6SXNzdWUxNzQyNTE3OTc=,Timezone not being saved on event edit,https://github.com/fossasia/open-event-server/issues/2416,,6,['bug'],https://github.com/fossasia/open-event-server/pull/2417,2,0.0
