owner_x	name_x	title	url_x	fixUrl	stars	tf_idf	size	grep_results0	grep_results1	grep_results2
pandas-dev	pandas-stubs	pd.tseries.offsets.WeekOfMonth missing week and weekday parameter in constructor	https://github.com/pandas-dev/pandas-stubs/issues/320	https://github.com/pandas-dev/pandas-stubs/pull/327	217	0.5546144216032776	1437.0	1	0	0
KoffeinFlummi	Chronyk	relative month parsing fails when target month has fewer days than the current date	https://github.com/KoffeinFlummi/Chronyk/issues/5	https://github.com/KoffeinFlummi/Chronyk/commit/5d7a1e233915041edd5b48e763003a11af138b4c	344	0.5531081466879729	1670.0	1	0	0
agronholm	apscheduler	Standard tzinfo is not enough for apscheduler	https://github.com/agronholm/apscheduler/issues/384	https://github.com/agronholm/apscheduler/pull/391	5869	0.5483520288513073	12031.0	1	0	0
ranaroussi	yfinance	Ticker.history() start and end datetime doesn't account for timezones	https://github.com/ranaroussi/yfinance/issues/545	https://github.com/ranaroussi/yfinance/pull/546	12242	0.5460838778210693	1339.0	1	0	0
nextcord	nextcord	datetime.datetime.utcnow is deprecated in Python 3.12	https://github.com/nextcord/nextcord/issues/1062	https://github.com/nextcord/nextcord/pull/1107	1145	0.5450500429106394	1168.0	1	0	0
model-bakers	model_bakery	seq doesn't work for timezone aware datetime objects	https://github.com/model-bakers/model_bakery/issues/322	https://github.com/model-bakers/model_bakery/pull/353	806	0.5443551003305545	1955.0	1	0	0
googleapis	google-cloud-python	DISCUSSION: Should deserialized timestamps have a timezone?	https://github.com/googleapis/google-cloud-python/issues/279	https://github.com/dhermes/google-cloud-python/commit/b1b2aec3af0959a85ab1a3015e8c82468698120b	4704	0.542228773379805	3054.0	1	0	0
aws	aws-sdk-pandas	Unexpected exception `TypeError: 'NoneType' object is not subscriptable` reading parquet files with timezone aware timestamps	https://github.com/aws/aws-sdk-pandas/issues/1823	https://github.com/aws/aws-sdk-pandas/pull/1840	3834	0.5419653089969818	2215.0	1	0	0
ibis-project	ibis	bug(duckdb): int-to-timestamp type cast issue in duckdb backend	https://github.com/ibis-project/ibis/issues/4058	https://github.com/ibis-project/ibis/pull/4061	4407	0.5418156600889942	1484.0	1	0	0
meteostat	meteostat-python	`Hourly` attempts to fetch data of next year	https://github.com/meteostat/meteostat-python/issues/132	https://github.com/meteostat/meteostat-python/commit/e3a927e6595d596e1b2649ea44b7df860e0760c6	379	0.5385583465648139	2875.0	1	0	0
pandas-dev	pandas-stubs	timedelta_range or interval_range should accept Timedelta or timedelta as freq	https://github.com/pandas-dev/pandas-stubs/issues/600	https://github.com/pandas-dev/pandas-stubs/pull/670	217	0.538417250010103	2116.0	1	0	0
dateutil	dateutil	rrule parsing allows `UNTIL` with non-UTC dates	https://github.com/dateutil/dateutil/issues/633	https://github.com/ryanpetrello/dateutil/commit/5cba12a2fd7a15c9e9e3f6ed0546483348aa5906	2266	0.5371610402575069	1212.0	1	0	0
scrapinghub	dateparser	Returned datetime skips a day with time+timezone input and PREFER_DATES_FROM = 'future'	https://github.com/scrapinghub/dateparser/issues/403	https://github.com/reminder-bot/bot/pull/15	2480	0.53685156311866	5721.0	1	0	0
BittyTax	BittyTax	bug: GMT, BST are not the same as Europe/London	https://github.com/BittyTax/BittyTax/issues/251	https://github.com/BittyTax/BittyTax/commit/e7f4bd3a0e9382effb57190be11c9b1f348c677d	407	0.5349894054393125	1541.0	1	0	0
voxel51	fiftyone	[BUG] App timezone issues	https://github.com/voxel51/fiftyone/issues/2111	https://github.com/voxel51/fiftyone/pull/2115	6902	0.5348224940183635	1816.0	1	0	0
dateutil	dateutil	tzwin for the same timezone string does not compare equal	https://github.com/dateutil/dateutil/issues/151	https://github.com/dateutil/dateutil/pull/180	2266	0.5328494158661586	1188.0	1	0	0
apache	airflow	AttributeError: 'datetime.timezone' object has no attribute 'name'	https://github.com/apache/airflow/issues/16551	https://github.com/apache/airflow/pull/16599	35031	0.5324915052953239	14229.0	1	0	1
ibis-project	ibis	Spark SQL add_months has nonstandard behavior for end-of-month days	https://github.com/ibis-project/ibis/issues/1886	https://github.com/amroid/ibis/commit/a38dff05c34eed7ae0afe09f63f2b89be71bbed4	4407	0.5311425875840315	1269.0	1	0	0
dateutil	dateutil	"AttributeError when strftime argument includes ""%Z"" for datetime.time"	https://github.com/dateutil/dateutil/issues/292	https://github.com/dateutil/dateutil/pull/309	2266	0.5290038546057851	1327.0	1	0	0
ericaltendorf	plotman	Bug: After config dst change, old (no longer configured) dst is still being used for new plots	https://github.com/ericaltendorf/plotman/issues/31	https://github.com/ericaltendorf/plotman/commit/3ecc7649f1336ea1103310e80ab2431582136eda	917	0.5260870966312283	1098.0	1	0	1
sqlalchemy	sqlalchemy	"Implement mapping to MSSQL ""DateTimeOffset"" type when using SQLAlchemy generic type Datetime(Timezone=True)"	https://github.com/sqlalchemy/sqlalchemy/issues/6306	https://github.com/sqlalchemy/sqlalchemy/commit/0c801c8a6617523796f304268d0417a59469a37c	9045	0.524377673542594	1256.0	1	0	0
Couchers-org	couchers	Timezone issues in DB	https://github.com/Couchers-org/couchers/issues/322	https://github.com/Couchers-org/couchers/pull/324	355	0.5236403225882396	6243.0	1	0	0
dateutil	dateutil	dateutil does not accept a dt argument of None	https://github.com/dateutil/dateutil/issues/132	https://github.com/dateutil/dateutil/pull/141	2266	0.5224267405172734	1566.0	1	0	0
graphql-python	graphene	[Enhancement] DateTime inputs should accept Python datetimes	https://github.com/graphql-python/graphene/issues/863	https://github.com/graphql-python/graphene/pull/864	8006	0.5215769026636391	1387.0	1	0	0
sdispater	pendulum	Interprets 2 digit year 85 as 2085 instead of 1985	https://github.com/sdispater/pendulum/issues/686	https://github.com/MrAlexBailey/pendulum-fix-YY/commit/1e560c9ccf5b11fd2beab409e81e123eb0ddb160	6109	0.5210428647728014	1601.0	1	0	1
streamlit	streamlit	Handling timezones	https://github.com/streamlit/streamlit/issues/1837	https://github.com/streamlit/streamlit/pull/1838	32774	0.5203939287775607	2641.0	1	0	0
sdispater	pendulum	"Inconsistency with 'parse(""13:00"")' depending if Pendulum is built with C extensions or not"	https://github.com/sdispater/pendulum/issues/210	https://github.com/sdispater/pendulum/pull/251	6109	0.5203829295122805	1672.0	1	0	1
python	cpython	Add `strptime`/`strftime` format code examples	https://github.com/python/cpython/issues/100574	https://github.com/python/cpython/pull/100575	60455	0.5185091792108565	1345.0	1	0	0
ranaroussi	yfinance	Issue with DateTime index in yf.download	https://github.com/ranaroussi/yfinance/issues/125	https://github.com/rdiere/yfinance/commit/e7966b98b447002f0cff3070ad3054b1bcb8f97f	12242	0.5179997578456338	2992.0	1	0	0
collerek	ormar	Timezone issues when filtering with dates	https://github.com/collerek/ormar/issues/504	https://github.com/collerek/ormar/pull/508	1600	0.5134223956082821	2153.0	1	0	0
zulip	zulip	Naive datetime warnings in populate_db	https://github.com/zulip/zulip/issues/2729	https://github.com/refeed/zulip/commit/4d50ba5e6fd987fbbe7267727fdd72816964b84b	20271	0.5131649887409018	2537.0	1	0	0
pydantic	pydantic	Pydantic TzInfo(UTC) != datetime.UTC	https://github.com/pydantic/pydantic/issues/8683	https://github.com/pydantic/pydantic-core/pull/1197	19350	0.5128671556403903	5200.0	1	0	0
jborean93	smbprotocol	OverflowError when parsing timestamp header.	https://github.com/jborean93/smbprotocol/issues/114	https://github.com/demisto/content/pull/13345	302	0.5124121135618437	1676.0	1	0	0
snooze92	alfred-epoch-converter	Guard against system bad timezone	https://github.com/snooze92/alfred-epoch-converter/issues/13	https://github.com/snooze92/alfred-epoch-converter/pull/14	154	0.5116369133873062	1457.0	1	0	0
Bears-R-Us	arkouda	add Datetime methods/accessors to extract components of datetime values 	https://github.com/Bears-R-Us/arkouda/issues/1376	https://github.com/jeichert60/arkouda/commit/6faefa0f3de0c37762419a112b0317b23a34327b	228	0.5113186449691441	1532.0	1	0	0
aws	aws-sdk-pandas	Cannot set TimeUnit to MICROSECONDS	https://github.com/aws/aws-sdk-pandas/issues/2261	https://github.com/aws/aws-sdk-pandas/pull/2263	3834	0.5083542225336151	2671.0	1	0	0
agronholm	apscheduler	One-off job incorrectly scheduled if scheduler timezone different from system timezone	https://github.com/agronholm/apscheduler/issues/133	https://github.com/agronholm/apscheduler/commit/7ef878c6b4504727b5640e9c66f07dc40ed9249a	5869	0.5081901638363445	2368.0	1	0	0
sdispater	pendulum	RecursionError when add or subtract-ing with a fixed offset timezone	https://github.com/sdispater/pendulum/issues/422	https://github.com/sdispater/pendulum/pull/431	6109	0.506924128983547	6459.0	1	0	1
pallets-eco	flask-session	can't compare offset-naive and offset-aware datetimes	https://github.com/pallets-eco/flask-session/issues/85	https://github.com/pallets-eco/flask-session/pull/100	487	0.5059789004469177	1459.0	1	0	0
sdispater	pendulum	Initialize from existing `datetime.date` object?	https://github.com/sdispater/pendulum/issues/250	https://github.com/sdispater/pendulum/pull/732	6109	0.5044236126731736	2681.0	1	0	1
trinodb	trino-python-client	Timestamp with time zone not mapped correctly	https://github.com/trinodb/trino-python-client/issues/366	https://github.com/trinodb/trino-python-client/pull/367	302	0.503218654165649	1677.0	1	0	0
apache	airflow	datetime.utcnow and datetime.utcfromtimestamp are deprecated in Python 3.12	https://github.com/apache/airflow/issues/32344	https://github.com/apache/airflow/pull/35448	35031	0.5018147481631963	4244.0	1	0	1
eclecticiq	OpenTAXII	Timestamps are incorrectly stored when the database is running in a non-UTC timezone.	https://github.com/eclecticiq/OpenTAXII/issues/138	https://github.com/eclecticiq/OpenTAXII/pull/139	182	0.4984190304868678	1718.0	1	0	0
timvink	mkdocs-git-revision-date-localized-plugin	`timezone` appears not to work	https://github.com/timvink/mkdocs-git-revision-date-localized-plugin/issues/79	https://github.com/timvink/mkdocs-git-revision-date-localized-plugin/pull/80	177	0.4970041183011047	1179.0	1	0	0
agronholm	apscheduler	Infinite loop in CalendarIntervalTrigger with UTC timezone	https://github.com/agronholm/apscheduler/issues/897	https://github.com/agronholm/apscheduler/pull/898	5869	0.4965091182820009	1557.0	1	0	0
python	cpython	"Document the ""gotcha"" behaviors in utcnow() and utcfromtimestamp()"	https://github.com/python/cpython/issues/81669	https://github.com/odoo-dev/odoo/commit/67ff28cef66214328f26b5f3187a9ee85f8d9204	60455	0.4962715992590946	3847.0	1	0	0
ClickHouse	clickhouse-connect	Timezone-aware DateTime64 columns now returned missing the timezone info	https://github.com/ClickHouse/clickhouse-connect/issues/136	https://github.com/ClickHouse/clickhouse-connect/pull/137	272	0.4957090366769713	5069.0	1	1	0
jcrist	msgspec	JSON encoder does not respect ZoneInfo (the IANA time zone database) when encoding datetime objects.	https://github.com/jcrist/msgspec/issues/533	https://github.com/jcrist/msgspec/pull/534	1972	0.4942254751969336	1157.0	1	0	0
xcube-dev	xcube	Address `xcube serve`  FutureWarning: timezone-naive DatetimeIndex with a timezone-aware datetime is deprecated	https://github.com/xcube-dev/xcube/issues/555	https://github.com/xcube-dev/xcube/commit/289a0447622d2de92dd74c35d9f062e7c12f181c	177	0.4935990551320921	1068.0	1	0	0
dbt-labs	dbt-core	[CT-3374] [Bug] test_utils.TestCurrentTimestamp.test_current_timestamp_matches_utc is failing for the MacOS runner	https://github.com/dbt-labs/dbt-core/issues/9057	https://github.com/dbt-labs/dbt-core/pull/9058	9138	0.4935733761224972	2752.0	1	0	0
certtools	intelmq	Harmonization DateTime incorrect handling of naive time strings	https://github.com/certtools/intelmq/issues/2278	https://github.com/gethvi/intelmq/commit/213ab60985d5b4ab2d1e6923c5d588b5efaf0c1c	944	0.4929734987613174	3073.0	1	0	1
python	cpython	The time library documentation should include the field to catch microseconds in a date time string	https://github.com/python/cpython/issues/115315	https://github.com/python/cpython/pull/115316	60455	0.4923023908325604	3995.0	1	0	0
igorbenav	fastcrud	Add Warning in Docs that only timezone aware data is supported	https://github.com/igorbenav/fastcrud/issues/92	https://github.com/igorbenav/fastcrud/pull/94	440	0.4904937534422987	1007.0	1	0	0
googleapis	python-bigquery	Timestamp loss of precision in insert_rows	https://github.com/googleapis/python-bigquery/issues/392	https://github.com/googleapis/python-bigquery/pull/393	717	0.4902244990645146	2030.0	1	0	0
DadosAbertosDeFeira	maria-quiteria	"Remover warnings.warn(""DateTimeField %s received a naive datetime (%s)"""	https://github.com/DadosAbertosDeFeira/maria-quiteria/issues/239	https://github.com/rudaporto/maria-quiteria/commit/e01e56d1f0dd521c01c7e71dbf69f5a715308bb5	165	0.4896982410245452	3042.0	1	0	0
python	typeshed	"Unsupported operand types for + (""timedelta"" and ""datetime"")"	https://github.com/python/typeshed/issues/3538	https://github.com/lovasoa/typeshed/commit/fca03d64689dfbc617e506ca1600f8f6b9842f51	4139	0.4894073903195037	1126.0	1	0	0
weewx	weewx	Daylight savings changeovers at midnight cause problems with daily summaries	https://github.com/weewx/weewx/issues/356	https://github.com/weewx/weewx/commit/0a5ee55d08262f12718f2367adb02d216fb7e610	974	0.489287511009785	1927.0	1	0	0
newpanjing	simpleui	list_filter中的datetime字段查询时总是自带+08:00:00时区参数	https://github.com/newpanjing/simpleui/issues/129	https://github.com/newpanjing/simpleui/commit/1585cff04f8ec462662a1aee30272649634d7dca	3353	0.488170285861474	1030.0	1	0	0
pyopenapi	pyswagger	ISO 8601 timestamps with milliseconds are not parsed properly	https://github.com/pyopenapi/pyswagger/issues/83	https://github.com/pyopenapi/pyswagger/commit/9ff197972a6247f0f3849a625ec24acc1a35b6ab	381	0.4880820245456536	1868.0	1	0	0
ansible	ansibullbot	TypeError: unsupported operand type(s) for -: 'datetime.datetime' and 'NoneType'	https://github.com/ansible/ansibullbot/issues/1254	https://github.com/ansible/ansibullbot/pull/1270	203	0.4872717973474391	31974.0	1	0	0
googleapis	python-bigquery-pandas	TST: dtype for BigQuery TIMESTAMP unexpectedly using datetime64[ns, UTC] dtype	https://github.com/googleapis/python-bigquery-pandas/issues/261	https://github.com/googleapis/python-bigquery-pandas/pull/262	425	0.4870506346180702	4424.0	1	0	0
ecederstrand	exchangelib	EWSDateTime.fromisoformat() throws exception when timezone is in the date string	https://github.com/ecederstrand/exchangelib/issues/1114	https://github.com/ecederstrand/exchangelib/commit/18dcaefc95ee081f4d9315ca2fe80a17f2d1e24b	1140	0.4864267766640389	1975.0	1	0	0
xcube-dev	xcube	"Fix ""Can't determine indexer timezone"" warning"	https://github.com/xcube-dev/xcube/issues/781	https://github.com/xcube-dev/xcube/pull/784	177	0.4855803739289986	1467.0	1	0	0
apache	airflow	TimeSensorAsync breaks if target_time is timezone-aware	https://github.com/apache/airflow/issues/24736	https://github.com/apache/airflow/pull/25221	35031	0.4815872141821563	3303.0	1	0	1
zulip	zulip	Make all datetimes timezone aware	https://github.com/zulip/zulip/issues/1539	https://github.com/TomaszKolek/zulip/commit/54851419bf17e0467c5fdfa01505214e5ed8f6a3	20271	0.4805717846719229	1595.0	1	0	0
psycopg	psycopg	Unable to use ZoneInfo with datetime.time	https://github.com/psycopg/psycopg/issues/652	https://github.com/psycopg/psycopg/commit/cde46f041678950f5225a65a8ba9f6a66503692c	1541	0.4803265006778752	1696.0	1	0	0
richardpenman	whois	Some registrars have timezones for expiration, some don't	https://github.com/richardpenman/whois/issues/183	https://github.com/richardpenman/whois/pull/209	340	0.479767836851446	2287.0	1	0	0
pandas-dev	pandas-stubs	Subtracting Timestamp from DatetimeIndex does not produce TimedeltaIndex	https://github.com/pandas-dev/pandas-stubs/issues/280	https://github.com/pandas-dev/pandas-stubs/pull/290	217	0.478225811410072	1000.0	1	0	0
python	cpython	Leap Year Calculation for Replace Function Causes day is out of range for month	https://github.com/python/cpython/issues/116175	https://github.com/python/cpython/pull/116176	60455	0.4773466266648509	1855.0	1	0	0
stac-utils	stac-fastapi	sqlalchemy backend does not support non-interval datetime values	https://github.com/stac-utils/stac-fastapi/issues/256	https://github.com/stac-utils/stac-fastapi/pull/262	221	0.4772528975589422	3961.0	1	0	0
opendatacube	datacube-core	API Query doctest fails due to different timezone representation	https://github.com/opendatacube/datacube-core/issues/1485	https://github.com/opendatacube/datacube-core/pull/1527	492	0.4757127454251126	1398.0	1	0	0
pydantic	pydantic	Incorrect JSON output for a timedelta formed from subtracting two pd.Timestamps	https://github.com/pydantic/pydantic/issues/7095	https://github.com/pydantic/pydantic-core/pull/881	19350	0.4756798940424938	2218.0	1	0	0
dask-contrib	dask-sql	Timestamp improvements	https://github.com/dask-contrib/dask-sql/issues/982	https://github.com/dask-contrib/dask-sql/pull/973	372	0.47517885598075	1256.0	1	0	0
kennethreitz	maya	Inconsistent conversion of datetime slang	https://github.com/kennethreitz/maya/issues/36	https://github.com/kennethreitz/maya/pull/38	3407	0.4749997788126514	1396.0	1	0	1
keras-team	keras	cifar_10_cnn example goes up to validation loss 2.30 in 25 epochs	https://github.com/keras-team/keras/issues/4587	https://github.com/keras-team/keras/pull/4652	61177	0.2853203786939334	5339.0	1	0	0
python	cpython	``test_strptime`` raises a DeprecationWarning	https://github.com/python/cpython/issues/117655	https://github.com/python/cpython/pull/117668	60455	0.2683933210904389	7874.0	1	0	0
python	cpython	datetime_strptime is 'NoneType' when restart cpython	https://github.com/python/cpython/issues/117914	https://github.com/marin-man/cpython/commit/0ac1e396e9136ba61063fd61d8b27601ae5583ab	60455	0.2702977311883876	1949.0	1	0	0
python	cpython	datetime object does not preserve POSIX timestamp	https://github.com/python/cpython/issues/85290	https://github.com/instaloader/instaloader/pull/1546	60455	0.4169617096505805	2761.0	1	0	0
python	cpython	tzinfo objects with sub-minute offsets are not supported (e.g. UTC+05:53:28)	https://github.com/python/cpython/issues/49538	https://github.com/protocolbuffers/protobuf/pull/14172	60455	0.2606125612001718	11285.0	1	0	0
python	cpython	Add `datetime.UTC` alias for `datetime.timezone.utc`	https://github.com/python/cpython/issues/91928	https://github.com/python/cpython/pull/91973	60455	0.3420202228401935	1514.0	1	0	0
python	cpython	datetime-RFC2822 roundtripping	https://github.com/python/cpython/issues/37748	https://github.com/python/cpython/pull/108533	60455	0.2852674658704572	15862.0	1	0	0
python	cpython	Invalid arument error for datetime.timestamp() method in windows	https://github.com/python/cpython/issues/103648	https://github.com/python/cpython/pull/103653	60455	0.2181564812083018	2294.0	1	0	0
python	cpython	[Windows] datetime.fromtimestamp(t) when 0 <= t <= 86399 fails on Python 3.6	https://github.com/python/cpython/issues/73283	https://github.com/rotki/rotki/pull/6398	60455	0.2574512705210169	7085.0	1	0	0
python	cpython	Undocumented behavior in strptime for ISO week dates	https://github.com/python/cpython/issues/90750	https://github.com/python/cpython/commit/a5308e188b810e5cc69c1570bdc9b21ed6c87805	60455	0.3004016025189249	5318.0	1	0	0
python	cpython	Undocumented behavior in strptime for ISO week dates	https://github.com/python/cpython/issues/90750	https://github.com/python/cpython/pull/103802	60455	0.3004016025189249	5318.0	1	0	0
python	cpython	``test_datetime`` fails with a ``--forever`` argument	https://github.com/python/cpython/issues/120782	https://github.com/python/cpython/pull/120829	60455	0.4515686951644119	4191.0	1	0	0
python	cpython	datetime.replace() is very slow	https://github.com/python/cpython/issues/112919	https://github.com/eltoder/cpython/commit/0f5eddbf371bf86a1a39a108075a1a8de2ea90cc	60455	0.4449616096673386	1129.0	1	0	0
python	cpython	datetime.datetime.utcnow should return a UTC timestamp	https://github.com/python/cpython/issues/56965	https://github.com/pyrogram/pyrogram/pull/966	60455	0.3841744208957814	8844.0	1	0	0
python	cpython	Deprecate `utcnow` and `utcfromtimestamp`	https://github.com/python/cpython/issues/103857	https://github.com/python/cpython/pull/103858	60455	0.3657843197735562	3387.0	1	0	0
python	cpython	"`datetime.strftime(""%Y"")` is not padding correctly"	https://github.com/python/cpython/issues/120713	https://github.com/blhsing/cpython/commit/9022177bf33a0a1a212c5336e2884b22838167a4	60455	0.2152224463426853	3653.0	1	0	0
python	cpython	Error in example of `datetime.time.fromisoformat` 	https://github.com/python/cpython/issues/112925	https://github.com/python/cpython/pull/112931	60455	0.3321179658668841	1117.0	1	0	0
python	cpython	Error condition in _datetimemodule.c is unchecked with `datetime.fromtimestamp` on local times > Y10k	https://github.com/python/cpython/issues/91581	https://github.com/python/cpython/pull/91582	60455	0.3650716359081767	1443.0	1	0	0
python	cpython	plistlib should create non-naïve datetime objects	https://github.com/python/cpython/issues/53502	https://github.com/python/cpython/pull/113363	60455	0.2323384875648813	3682.0	1	0	0
localstack	localstack	LocalStack timestamps on S3, SNS, and others not matching AWS timestamps	https://github.com/localstack/localstack/issues/2170	https://github.com/localstack/localstack/pull/2180	52675	0.2943566680848348	1171.0	1	0	0
localstack	localstack	cloudwatch get-metric-data result datapoint Timestamp is not in appropriate format. (milliseconds part should not be present)	https://github.com/localstack/localstack/issues/3492	https://github.com/irahulranjan/localstack/commit/f875dc5fc4a2dc198b2851444614b672a5af9260	52675	0.231181568149937	4033.0	1	0	0
apache	airflow	DAG Run Views showing information of DAG duration	https://github.com/apache/airflow/issues/19458	https://github.com/apache/airflow/pull/19482	35031	0.2998704061277691	1130.0	1	0	1
apache	airflow	Recent changes to timezone support broke some operators	https://github.com/apache/airflow/issues/34673	https://github.com/apache/airflow/pull/34683	35031	0.3666677486231065	13445.0	1	0	1
apache	airflow	schedule_interval can break tree view	https://github.com/apache/airflow/issues/225	https://github.com/apache/airflow/pull/235	35031	0.3690640451492423	1339.0	1	0	1
apache	airflow	AssertionError: next schedule shouldn't be earlier around DST change	https://github.com/apache/airflow/issues/30088	https://github.com/apache/airflow/pull/30083	35031	0.3502145343986382	4363.0	1	0	1
apache	airflow	assignment to dag.timezone 	https://github.com/apache/airflow/issues/27903	https://github.com/apache/airflow/pull/28400	35031	0.4012133988759123	2835.0	1	0	1
apache	airflow	schedule_interval is not respecting the value assigned to that either it's one day or none 	https://github.com/apache/airflow/issues/26013	https://github.com/apache/airflow/pull/26082	35031	0.2637321617411285	1673.0	1	0	1
apache	airflow	`pendulum.DateTime` objects now being serialized as python objects with non-standard timezones	https://github.com/apache/airflow/issues/34483	https://github.com/apache/airflow/pull/34492	35031	0.3463503494815291	17033.0	1	0	1
apache	airflow	Tree view - Skipped tasks showing Duration	https://github.com/apache/airflow/issues/16646	https://github.com/apache/airflow/pull/16695	35031	0.2179688280824965	1471.0	1	0	1
apache	airflow	Task and dagrun duration y-axis is incorrect if the last task has a different duration unit	https://github.com/apache/airflow/issues/38371	https://github.com/apache/airflow/pull/38374	35031	0.3990044156177448	2416.0	1	0	1
apache	airflow	Several statsd timers record seconds rather than milliseconds	https://github.com/apache/airflow/issues/10629	https://github.com/apache/airflow/pull/10632	35031	0.3148881252933707	1259.0	1	0	1
apache	airflow	"Grid view: ""duration"" shows 00:00:00"	https://github.com/apache/airflow/issues/23068	https://github.com/apache/airflow/pull/23259	35031	0.2223616166928731	2174.0	1	0	1
apache	airflow	`_get_prev` in CronDataIntervalTimetable return python datetime instead of Pandulum datetime resulting in an error	https://github.com/apache/airflow/issues/20925	https://github.com/apache/airflow/pull/20928	35031	0.2635351119465999	1915.0	1	0	1
apache	airflow	Kubernetes provider - Error parsing timestamp in logs	https://github.com/apache/airflow/issues/34388	https://github.com/apache/airflow/pull/34412	35031	0.2175162917950193	3492.0	1	0	1
apache	airflow	dag will never start if we set a cron string with a clear day of week to  the schedule_interval  arg 	https://github.com/apache/airflow/issues/8237	https://github.com/apache/airflow/pull/8274	35031	0.2337968010776521	2184.0	1	0	1
apache	airflow	MSSQLToGCSOperator fails: datetime is not JSON Serializable	https://github.com/apache/airflow/issues/11370	https://github.com/apache/airflow/pull/11540	35031	0.2095103668074354	1529.0	1	0	1
apache	airflow	airflow.dates.days_ago doesn't respect configured timezone	https://github.com/apache/airflow/issues/17720	https://github.com/apache/airflow/pull/20508	35031	0.4733484319681836	5225.0	1	0	1
apache	airflow	Need to convert end_date to epoch seconds in template in BashOperator	https://github.com/apache/airflow/issues/112	https://github.com/mobuchowski/airflow/commit/2be7f2644d0dd2296dd3ea6bfa5e798cac6da71a	35031	0.2603609651375086	6068.0	1	0	1
apache	airflow	DAG Import Errors Broken DAG Dropdown Arrow Icon Switched	https://github.com/apache/airflow/issues/18100	https://github.com/apache/airflow/pull/18207	35031	0.23300625678936	2535.0	1	0	1
streamlit	streamlit	AmbiguousTimeError when trying to display dataframe with timestamps	https://github.com/streamlit/streamlit/issues/1288	https://github.com/streamlit/streamlit/pull/1563	32774	0.236358298032092	2965.0	1	0	0
streamlit	streamlit	Experimental_memo does not support pytz-localized datetime arguments	https://github.com/streamlit/streamlit/issues/5110	https://github.com/streamlit/streamlit/pull/6812	32774	0.2637799983167594	5099.0	1	0	0
streamlit	streamlit	Fix naive-datetime timezone conversion when marshaling dataframes	https://github.com/streamlit/streamlit/issues/1061	https://github.com/streamlit/streamlit/pull/1563	32774	0.2530744257230065	7071.0	1	0	0
ccxt	ccxt	Wrong datetime for exchanges for hitbtc2 & coinbase	https://github.com/ccxt/ccxt/issues/3984	https://github.com/satoshinakamoto007/ccxt/pull/255	31719	0.3241478411816479	1056.0	1	0	0
ccxt	ccxt	Loss of precision with bittrex timestamps	https://github.com/ccxt/ccxt/issues/535	https://github.com/ccxt/ccxt/commit/51fab1e7eb4196a760c74e962fa25b7c552e4fc0	31719	0.3194937824974097	1458.0	1	0	0
ccxt	ccxt	Bybit watch_ohlcv stream open time is mismatched with timestamp	https://github.com/ccxt/ccxt/issues/18181	https://github.com/ccxt/ccxt/pull/18186	31719	0.2292090081925881	1374.0	1	0	0
ccxt	ccxt	Huobi watchBalance results in undefined timestamp	https://github.com/ccxt/ccxt/issues/19812	https://github.com/ccxt/ccxt/pull/19836	31719	0.3156303131189047	1761.0	1	0	0
ccxt	ccxt	fetchTrades returns GMT as localized timestamp in JS	https://github.com/ccxt/ccxt/issues/325	https://github.com/ccxt/ccxt/commit/6f7e3f75bd0fe56bbbc65a4272f41f894b98f044	31719	0.2451825882112874	3262.0	1	0	0
ccxt	ccxt	Exchange gateio incorrect timestamp handling in fetchTrades API.	https://github.com/ccxt/ccxt/issues/3184	https://github.com/ggicci/ccxt/commit/7878df70239918a8e87ab0e17134a76572a55536	31719	0.2497320322725975	1540.0	1	0	0
ccxt	ccxt	Current fetchOHLCV minute timestamp different for exchanges	https://github.com/ccxt/ccxt/issues/2206	https://github.com/FiV0/backtrader/commit/afb9b2be8633080f6ba3c3d65beac5b60ddb9d83	31719	0.2139654654694812	2918.0	1	0	0
ccxt	ccxt	Kraken: loss of time precision in timestamps	https://github.com/ccxt/ccxt/issues/6039	https://github.com/ccxt/ccxt/commit/8f28419acc02c580289aed961e50a0fc5b99554e	31719	0.2386118094897318	1892.0	1	0	0
ccxt	ccxt	Python base cryptopia class do not fill datetime and timestamp correctly at parse_order method	https://github.com/ccxt/ccxt/issues/3351	https://github.com/ccxt/ccxt/commit/55a2643c35f41d51ec1ec04a2e1ab94f4d8609c3	31719	0.455012634761578	2349.0	1	0	0
ccxt	ccxt	Empty Timestamps for `fetch_order_book` in Kraken	https://github.com/ccxt/ccxt/issues/6749	https://github.com/ccxt/ccxt/commit/30fe23f5fc988b399ca2277f512bca7e5b0c1aef	31719	0.2692562796379321	2157.0	1	0	0
ray-project	ray	[Jobs] Timestamp field switches between seconds and milliseconds	https://github.com/ray-project/ray/issues/16452	https://github.com/ray-project/ray/pull/16455	31706	0.3145055765653714	2287.0	1	0	0
ray-project	ray	Timezone aware datetime objects lose timezone information through Ray	https://github.com/ray-project/ray/issues/2605	https://github.com/ray-project/ray/pull/2577	31706	0.3201696895144864	2514.0	1	0	0
ray-project	ray	[Datasets] Arrow data buffers aren't truncated when pickling zero-copy slice views, leading to huge serialization bloat	https://github.com/ray-project/ray/issues/29814	https://github.com/ray-project/ray/pull/29161	31706	0.2538423932137932	1764.0	1	0	0
ray-project	ray	[Datasets] Add CI jobs covering major Arrow versions we support.	https://github.com/ray-project/ray/issues/29822	https://github.com/ray-project/ray/pull/29161	31706	0.3569759732481146	1034.0	1	0	0
