repoName,id,title,url_x,lockReason,timelineCount,labels,fixUrl,fixUrlCount,tf_idf,size,nameWithOwner,owner,name,url_y,description,stars,primaryLanguage,updatedAt,createdAt,issuesCount,forkCount,watchersCount,discussionsCount
snowflakedb/snowflake-connector-python,I_kwDOA7YLOs5t5883,SNOW-889806: Timezone is discarded when reading from Parquet files,https://github.com/snowflakedb/snowflake-connector-python/issues/1688,,8,"['bug', 'needs triage']",https://github.com/snowflakedb/snowflake-connector-python/pull/1706,2,0.3414021744577384,5799.0,snowflakedb/snowflake-connector-python,snowflakedb,snowflake-connector-python,https://github.com/snowflakedb/snowflake-connector-python,Snowflake Connector for Python,565,Python,2024-06-12T14:20:10Z,2016-06-29T22:29:53Z,675,452,41,0
sdispater/pendulum,MDU6SXNzdWUxNzE2Nzc0MzY=,Can't install pendulum with pip install -t,https://github.com/sdispater/pendulum/issues/20,,17,[],https://github.com/sdispater/pendulum/pull/22,1,0.4642691570502839,5763.0,sdispater/pendulum,sdispater,pendulum,https://github.com/sdispater/pendulum,Python datetimes made easy,6109,Python,2024-06-12T04:09:49Z,2016-06-27T23:37:53Z,528,373,68,14
MontrealCorpusTools/Montreal-Forced-Aligner,I_kwDOAq5moc6AAK0Y,[BUG] TextGrid Output gives incorrect `intervals: size` when `includeBlankSpaces == True`,https://github.com/MontrealCorpusTools/Montreal-Forced-Aligner/issues/756,,8,['bug'],https://github.com/MontrealCorpusTools/Montreal-Forced-Aligner/commit/396121a173b8d1a02ff2d11d12999dc85b3686fa,3,0.3050896820006066,5722.0,MontrealCorpusTools/Montreal-Forced-Aligner,MontrealCorpusTools,Montreal-Forced-Aligner,https://github.com/MontrealCorpusTools/Montreal-Forced-Aligner,Command line utility for forced alignment using Kaldi,1237,Python,2024-06-13T13:08:57Z,2015-10-26T17:02:06Z,693,243,36,0
scrapinghub/dateparser,MDU6SXNzdWUzMDkwNjQ0ODU=,Returned datetime skips a day with time+timezone input and PREFER_DATES_FROM = 'future',https://github.com/scrapinghub/dateparser/issues/403,,17,"['Type: Bug', 'Status: Bug confirmed']",https://github.com/reminder-bot/bot/pull/15,5,0.53685156311866,5721.0,scrapinghub/dateparser,scrapinghub,dateparser,https://github.com/scrapinghub/dateparser,python parser for human readable dates,2480,Python,2024-06-13T10:14:36Z,2014-11-24T17:30:12Z,657,467,133,0
facetoe/zenpy,MDU6SXNzdWUxOTU4Njc2NjI=,IncrementalEndpoint start_time arg for timezone aware datetime,https://github.com/facetoe/zenpy/issues/86,,30,[],https://github.com/facetoe/zenpy/commit/8a135b0d56f7add8c33dbf91f55d9c5ce9868619,4,0.7040864024431818,5715.0,facetoe/zenpy,facetoe,zenpy,https://github.com/facetoe/zenpy,Python wrapper for the Zendesk API,333,Python,2024-06-05T02:46:10Z,2015-02-08T14:01:02Z,445,159,20,0
sqlalchemy/sqlalchemy,I_kwDOCX5JB85bIse4,"Support for Oracle ""timestamp with local timezone""",https://github.com/sqlalchemy/sqlalchemy/issues/9086,,14,"['oracle', 'datatypes', 'PRs (with tests!) welcome', 'use case']",https://github.com/sqlalchemy/sqlalchemy/commit/a37218a8e0fa03acd0eef2d57e0294cd6e96fa84,2,0.3957780024914912,5606.0,sqlalchemy/sqlalchemy,sqlalchemy,sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,The Database Toolkit for Python,9045,Python,2024-06-13T16:06:39Z,2018-11-27T03:35:03Z,7785,1356,98,2624
wlcrs/huawei_solar,I_kwDOGP9B3c5KozPJ,[Bug]: Timestamps don't match,https://github.com/wlcrs/huawei_solar/issues/64,,19,['bug'],https://github.com/wlcrs/huawei-solar-lib/commit/6edd1dd542057b6e12d1189415bd88f0cd66e241,1,0.3657641247564178,5521.0,wlcrs/huawei_solar,wlcrs,huawei_solar,https://github.com/wlcrs/huawei_solar,Home Assistant integration for Huawei Solar inverters via Modbus,485,Python,2024-06-10T23:31:13Z,2021-10-20T15:12:45Z,384,74,28,273
jcrist/msgspec,I_kwDOE9hz385pUtDm,Support float -> datetime,https://github.com/jcrist/msgspec/issues/448,,18,[],https://github.com/jcrist/msgspec/pull/452,2,0.3560096496587728,5133.0,jcrist/msgspec,jcrist,msgspec,https://github.com/jcrist/msgspec,"A fast serialization and validation library, with builtin support for JSON, MessagePack, YAML, and TOML",1972,Python,2024-06-13T14:37:42Z,2021-01-26T02:53:57Z,332,59,19,0
pytorch/ignite,MDU6SXNzdWUzNDc3NjExMDI=,[Feature Request] Setting # train steps per epoch,https://github.com/pytorch/ignite/issues/226,,17,[],https://github.com/pytorch/ignite/pull/351,1,0.4075055885925798,5080.0,pytorch/ignite,pytorch,ignite,https://github.com/pytorch/ignite,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,4476,Python,2024-06-11T03:10:14Z,2017-11-23T17:31:21Z,1371,605,60,28
ClickHouse/clickhouse-connect,I_kwDOG504MM5fHixU,Timezone-aware DateTime64 columns now returned missing the timezone info,https://github.com/ClickHouse/clickhouse-connect/issues/136,,9,['bug'],https://github.com/ClickHouse/clickhouse-connect/pull/137,1,0.4957090366769713,5069.0,ClickHouse/clickhouse-connect,ClickHouse,clickhouse-connect,https://github.com/ClickHouse/clickhouse-connect,Python driver/sqlalchemy/superset connectors,272,Python,2024-06-13T15:48:26Z,2022-02-24T20:15:16Z,200,56,10,0
xcube-dev/xcube,I_kwDOB8o34s5DAupo,Avoid using timezone-aware indexers on timezone-naive arrays,https://github.com/xcube-dev/xcube/issues/605,,11,[],https://github.com/xcube-dev/xcube/commit/2bf1bea484ec33ff121461aa06a2390ebab1465f,6,0.3326370471270875,5068.0,xcube-dev/xcube,xcube-dev,xcube,https://github.com/xcube-dev/xcube,"xcube is a Python package for generating and exploiting data cubes powered by xarray, dask, and zarr.",177,Python,2024-06-10T07:02:56Z,2018-04-23T12:27:35Z,437,19,12,5
dateutil/dateutil,MDU6SXNzdWUxMTQ1NjIwODE=,tzname() inconsistent between tzwin() and tzwinlocal() and neither reflect actual DST.,https://github.com/dateutil/dateutil/issues/143,,16,"['bug', 'time zones']",https://github.com/dateutil/dateutil/pull/141,5,0.5833259672947448,4932.0,dateutil/dateutil,dateutil,dateutil,https://github.com/dateutil/dateutil,Useful extensions to the standard Python datetime features,2266,Python,2024-06-10T19:57:22Z,2014-11-19T18:56:16Z,721,481,46,0
sdispater/pendulum,MDU6SXNzdWUxODg4ODcxMTY=,Off-by-one microsecond when parsing with certain timezones,https://github.com/sdispater/pendulum/issues/74,,17,['bug'],https://github.com/dokai/pendulum/commit/7d69bbe118ffee335def1c19e1abb06fa9f88359,5,0.5856069093510501,4890.0,sdispater/pendulum,sdispater,pendulum,https://github.com/sdispater/pendulum,Python datetimes made easy,6109,Python,2024-06-12T04:09:49Z,2016-06-27T23:37:53Z,528,373,68,14
sdispater/pendulum,MDU6SXNzdWUxODc1MTQ1NTk=,interval diff.in_years() is returning incorrect values,https://github.com/sdispater/pendulum/issues/70,,18,['enhancement'],https://github.com/sdispater/pendulum/commit/8be054c17a1c4164b04b0112c7ad9226824dc060,2,0.5002326357203967,4705.0,sdispater/pendulum,sdispater,pendulum,https://github.com/sdispater/pendulum,Python datetimes made easy,6109,Python,2024-06-12T04:09:49Z,2016-06-27T23:37:53Z,528,373,68,14
robotframework/robotframework,MDU6SXNzdWU4NjExNTE0MQ==,DateTime: DST problems when calculating with dates,https://github.com/robotframework/robotframework/issues/2018,,26,"['bug', 'priority: high', 'backwards incompatible', 'alpha 3']",https://github.com/robotframework/robotframework/commit/29a8a226733fee097ac71b628fad2f72512e022b,1,0.40129271146698,4628.0,robotframework/robotframework,robotframework,robotframework,https://github.com/robotframework/robotframework,Generic automation framework for acceptance testing and RPA,9279,Python,2024-06-13T13:42:14Z,2014-06-27T11:10:38Z,4418,2270,480,0
CTFd/CTFd,I_kwDOAbWjts54IQ2s,S3 Uploader presigned url timestamp issue,https://github.com/CTFd/CTFd/issues/2431,,7,[],https://github.com/BrandonIngalls/CTFd/commit/d4e2b5a7edec2fe9123cae24fbf1146b545cfd4f,4,0.3535450794358914,4572.0,CTFd/CTFd,CTFd,CTFd,https://github.com/CTFd/CTFd,CTFs as you need them,5394,Python,2024-06-13T14:57:07Z,2015-01-01T05:36:55Z,1173,1982,115,0
neo4j/neo4j-python-driver,I_kwDOAheV1c49ja36,[Feature Request] Deprecate pytz,https://github.com/neo4j/neo4j-python-driver/issues/610,,6,[],https://github.com/robsdedude/neo4j-python-driver/commit/b3c8a4f6abaf9fa77ace3a4725a84b9de4e6e60c,4,0.5890749885690458,4567.0,neo4j/neo4j-python-driver,neo4j,neo4j-python-driver,https://github.com/neo4j/neo4j-python-driver,Neo4j Bolt driver for Python,877,Python,2024-06-12T19:47:21Z,2015-05-05T13:08:20Z,243,186,99,6
GenericMappingTools/pygmt,MDU6SXNzdWU2MTk0MjI1MzM=,pygmt-session [ERROR]: GMT_COMPATIBILITY: Expects values from 6 to 6; reset to 6.,https://github.com/GenericMappingTools/pygmt/issues/428,,15,['bug'],https://github.com/GenericMappingTools/pygmt/pull/432,2,0.4097987632268074,4564.0,GenericMappingTools/pygmt,GenericMappingTools,pygmt,https://github.com/GenericMappingTools/pygmt,A Python interface for the Generic Mapping Tools.,727,Python,2024-06-13T02:58:04Z,2017-03-17T20:31:51Z,905,214,29,0
insightindustry/sqlathanor,MDU6SXNzdWU0OTQ2NTYxMDE=,Another issue deserializing Interval,https://github.com/insightindustry/sqlathanor/issues/80,,11,['bug'],https://github.com/insightindustry/sqlathanor/commit/c0e526bcecb1b324acff808870aba8d5ce3cb576,4,0.3383306626312382,4483.0,insightindustry/sqlathanor,insightindustry,sqlathanor,https://github.com/insightindustry/sqlathanor,Serialization / De-serialization support for the SQLAlchemy Declarative ORM,111,Python,2023-11-14T20:34:00Z,2018-06-15T14:00:46Z,72,6,3,0
googleapis/python-bigquery-pandas,MDU6SXNzdWU0MjQ0MjQzMjk=,"TST: dtype for BigQuery TIMESTAMP unexpectedly using datetime64[ns, UTC] dtype",https://github.com/googleapis/python-bigquery-pandas/issues/261,,12,['type: process'],https://github.com/googleapis/python-bigquery-pandas/pull/262,3,0.4870506346180702,4424.0,googleapis/python-bigquery-pandas,googleapis,python-bigquery-pandas,https://github.com/googleapis/python-bigquery-pandas,Google BigQuery connector for pandas,425,Python,2024-06-11T22:03:29Z,2017-02-08T13:07:19Z,344,119,59,0
TailorDev/Watson,MDU6SXNzdWU4MTc5NTkzNjM=,Breaking changes with arrow 1.0.0,https://github.com/TailorDev/Watson/issues/407,,26,"['bug', 'in progress']",https://github.com/veganjay/Watson/commit/e9097c53aadca48d24cf214753613fe22b78fa1b,16,0.3164261835470124,4367.0,TailorDev/Watson,TailorDev,Watson,https://github.com/TailorDev/Watson,:watch: A wonderful CLI to track your time!,2402,Python,2024-06-12T11:09:01Z,2015-03-17T17:38:52Z,259,237,34,0
sphinx-doc/sphinx,MDU6SXNzdWU0NjIxNTUwMDk=,last_updated variable from sphinx build wrongly assumes UTC timezone,https://github.com/sphinx-doc/sphinx/issues/6527,RESOLVED,6,['type:bug'],https://github.com/sphinx-doc/sphinx/pull/6528,1,0.3590514463501803,4362.0,sphinx-doc/sphinx,sphinx-doc,sphinx,https://github.com/sphinx-doc/sphinx,The Sphinx documentation generator,6140,Python,2024-06-13T11:48:15Z,2015-01-02T10:53:28Z,6896,2020,149,46
ecederstrand/exchangelib,I_kwDOAy4Y185EuWo_,Unable to process Amazon WorkMail server timezone data,https://github.com/ecederstrand/exchangelib/issues/1058,,3,[],https://github.com/cygnus9/exchangelib/commit/66f50cd009b7ece9bc0455b35307512fb0e5b7dd,3,0.3158666383630231,4356.0,ecederstrand/exchangelib,ecederstrand,exchangelib,https://github.com/ecederstrand/exchangelib,Python client for Microsoft Exchange Web Services (EWS),1140,Python,2024-06-10T07:27:28Z,2016-03-07T19:28:36Z,1063,249,37,76
huggingface/huggingface_hub,I_kwDOE0mels578jER,`test_from_raw_initialization` seems to be missing daylight savings?,https://github.com/huggingface/huggingface_hub/issues/1976,,7,['bug'],https://github.com/huggingface/huggingface_hub/pull/1982,2,0.635465767377572,4311.0,huggingface/huggingface_hub,huggingface,huggingface_hub,https://github.com/huggingface/huggingface_hub,The official Python client for the Huggingface Hub.,1790,Python,2024-06-13T10:50:16Z,2020-12-22T10:20:28Z,822,457,59,0
sqlalchemy/sqlalchemy,I_kwDOCX5JB85gj9Qa,postgresql range tests might have a time-oriented race condition... seems like a transient DST issue,https://github.com/sqlalchemy/sqlalchemy/issues/9471,,8,"['bug', 'tests', 'postgresql']",https://github.com/sqlalchemy/sqlalchemy/commit/e8420e993764b5dcd4ce5879412d556d2a7d2870,2,0.6120064633972442,4295.0,sqlalchemy/sqlalchemy,sqlalchemy,sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,The Database Toolkit for Python,9045,Python,2024-06-13T16:06:39Z,2018-11-27T03:35:03Z,7785,1356,98,2624
GoogleCloudPlatform/professional-services-data-validator,I_kwDODy7_Fc53e0rF,validate column: error handling a very large timestamp '9999-12-31 23:59:59',https://github.com/GoogleCloudPlatform/professional-services-data-validator/issues/1053,,11,"['type: bug', 'priority: p0']",https://github.com/GoogleCloudPlatform/professional-services-data-validator/pull/1117,2,0.4228015149652218,4198.0,GoogleCloudPlatform/professional-services-data-validator,GoogleCloudPlatform,professional-services-data-validator,https://github.com/GoogleCloudPlatform/professional-services-data-validator,Utility to compare data between homogeneous or heterogeneous environments to ensure source and target tables match,382,Python,2024-06-13T09:21:59Z,2020-04-10T21:18:19Z,635,108,38,0
robotframework/robotframework,MDU6SXNzdWUzOTA4MzIzNw==,DateTime: Default timestamp can contain `.1000` milliseconds while it should only use three digit precision,https://github.com/robotframework/robotframework/issues/1764,,12,"['bug', 'priority: medium']",https://github.com/robotframework/robotframework/commit/f9da586f24c0aa809748b1c85b0077cbd30849ff,1,0.3144397670097589,4182.0,robotframework/robotframework,robotframework,robotframework,https://github.com/robotframework/robotframework,Generic automation framework for acceptance testing and RPA,9279,Python,2024-06-13T13:42:14Z,2014-06-27T11:10:38Z,4418,2270,480,0
MagicStack/asyncpg,MDU6SXNzdWUyMDQ3MjExNzg=,Cannot write sdispater/Pendulum objects as timestamptz,https://github.com/MagicStack/asyncpg/issues/71,,4,[],https://github.com/sdispater/pendulum/pull/93,1,0.3122634642066346,4142.0,MagicStack/asyncpg,MagicStack,asyncpg,https://github.com/MagicStack/asyncpg,A fast PostgreSQL Database Client Library for Python/asyncio.,6701,Python,2024-06-13T14:22:54Z,2016-07-19T02:25:20Z,767,391,121,44
Pycord-Development/pycord,I_kwDOF-RLDc5s8zFF,Task repeats a Hundred Billion Times when task's timezone is not UTC,https://github.com/Pycord-Development/pycord/issues/2187,,7,"['unconfirmed bug', 'on hold']",https://github.com/Pycord-Development/pycord/pull/2196,1,0.4367994297371469,4114.0,Pycord-Development/pycord,Pycord-Development,pycord,https://github.com/Pycord-Development/pycord,"Pycord, a maintained fork of discord.py, is a python wrapper for the Discord API",2671,Python,2024-06-13T13:02:12Z,2021-08-28T16:18:37Z,797,455,31,97
qutebrowser/qutebrowser,MDU6SXNzdWUyNDQzMjU4MDc=,New completion and timezone issues,https://github.com/qutebrowser/qutebrowser/issues/2830,,11,"['component: completion', 'priority: 0 - high']",https://github.com/qutebrowser/qutebrowser/pull/2295,1,0.6101371887999472,3965.0,qutebrowser/qutebrowser,qutebrowser,qutebrowser,https://github.com/qutebrowser/qutebrowser,"A keyboard-driven, vim-like browser based on Python and Qt.",9434,Python,2024-06-13T13:00:25Z,2014-06-26T14:59:34Z,5478,1007,166,411
stac-utils/stac-fastapi,MDU6SXNzdWU5OTEyOTIzOTk=,sqlalchemy backend does not support non-interval datetime values,https://github.com/stac-utils/stac-fastapi/issues/256,,8,[],https://github.com/stac-utils/stac-fastapi/pull/262,1,0.4772528975589422,3961.0,stac-utils/stac-fastapi,stac-utils,stac-fastapi,https://github.com/stac-utils/stac-fastapi,STAC API implementation with FastAPI. ,221,Python,2024-06-13T12:05:53Z,2020-06-17T03:31:20Z,288,98,21,19
model-bakers/model_bakery,MDU6SXNzdWU1MjM5NjY1MDM=,Replace timezone code by Django's built in solution,https://github.com/model-bakers/model_bakery/issues/35,,38,"['enhancement', 'good first issue']",https://github.com/model-bakers/model_bakery/pull/37,9,0.3225521964849857,3913.0,model-bakers/model_bakery,model-bakers,model_bakery,https://github.com/model-bakers/model_bakery,Object factory for Django,806,Python,2024-06-12T07:12:05Z,2019-10-08T12:49:08Z,133,79,11,6
sissaschool/xmlschema,MDU6SXNzdWUzNjg4MDkwNzE=,dateTime with microseconds and timezone offset problem,https://github.com/sissaschool/xmlschema/issues/85,,5,[],https://github.com/sissaschool/xmlschema/commit/3c7e4d2577bf002ff92f1252c7ea64a9c88e98de,1,0.359320689372424,3909.0,sissaschool/xmlschema,sissaschool,xmlschema,https://github.com/sissaschool/xmlschema,XML Schema validator and data conversion library for Python,394,Python,2024-06-11T05:00:12Z,2016-10-14T11:52:54Z,341,73,9,2
pypa/setuptools_scm,MDU6SXNzdWU1NDk1OTAwMzI=,ScmVersion time sould be UTC for (dirty) repo with local_scheme 'node-and-date' or 'node-and-timestamp',https://github.com/pypa/setuptools_scm/issues/391,,13,"['enhancement', 'help wanted']",https://github.com/pypa/setuptools_scm/pull/408,1,0.4169757444808876,3906.0,pypa/setuptools_scm,pypa,setuptools_scm,https://github.com/pypa/setuptools_scm,the blessed package to manage your versions by scm tags,829,Python,2024-06-13T13:20:19Z,2015-07-01T17:57:56Z,572,212,26,0
dateutil/dateutil,MDU6SXNzdWUzMDYwMDU0MzE=,rrule does not play well with pytz tzinfo at daylight savings?,https://github.com/dateutil/dateutil/issues/641,,13,"['duplicate', 'wontfix', 'rrule']",https://github.com/pimutils/khal/pull/798,1,0.6214340827581335,3881.0,dateutil/dateutil,dateutil,dateutil,https://github.com/dateutil/dateutil,Useful extensions to the standard Python datetime features,2266,Python,2024-06-10T19:57:22Z,2014-11-19T18:56:16Z,721,481,46,0
MTrab/landroid_cloud,I_kwDODz0YuM53Efha,Last Update time TimeZone in 4.0.0b3,https://github.com/MTrab/landroid_cloud/issues/474,,15,['bug'],https://github.com/MTrab/landroid_cloud/pull/476,2,0.3089918837233001,3875.0,MTrab/landroid_cloud,MTrab,landroid_cloud,https://github.com/MTrab/landroid_cloud,Landroid Cloud component for Home Assistant,249,Python,2024-06-12T08:25:37Z,2020-04-14T16:25:26Z,314,30,27,0
neo4j/neo4j-python-driver,MDU6SXNzdWU4NTEyNjQ3OTA=,Microsecond bug in neo4j.time.DateTime.to_native() ,https://github.com/neo4j/neo4j-python-driver/issues/525,,7,[],https://github.com/robsdedude/neo4j-python-driver/commit/ce79f6732a948553e0fbd889e629e637a615d35c,4,0.3857216703001516,3786.0,neo4j/neo4j-python-driver,neo4j,neo4j-python-driver,https://github.com/neo4j/neo4j-python-driver,Neo4j Bolt driver for Python,877,Python,2024-06-12T19:47:21Z,2015-05-05T13:08:20Z,243,186,99,6
sdispater/pendulum,I_kwDOA7OAkM5yS6Vb,Consider releasing Pendulum 3 or 2.1.2 with patches,https://github.com/sdispater/pendulum/issues/753,,19,[],https://github.com/anomaly/lab-python-server/commit/a830530a466e1b38a08458b7aaad6f5ca02e06d4,1,0.4108532919958759,3757.0,sdispater/pendulum,sdispater,pendulum,https://github.com/sdispater/pendulum,Python datetimes made easy,6109,Python,2024-06-12T04:09:49Z,2016-06-27T23:37:53Z,528,373,68,14
jdemaeyer/brightsky,MDU6SXNzdWU2OTE5NzM2Mzc=,Enforce ISO 8601 compliant timestamps,https://github.com/jdemaeyer/brightsky/issues/101,,11,[],https://github.com/jdemaeyer/brightsky/commit/e0699fa0b16d0507f0f25d262d99ac95ee4eec2c,2,0.5899447713721608,3748.0,jdemaeyer/brightsky,jdemaeyer,brightsky,https://github.com/jdemaeyer/brightsky,JSON API for DWD's open weather data.,277,Python,2024-06-08T17:58:38Z,2020-03-13T08:34:19Z,153,19,11,0
pvlib/pvlib-python,I_kwDOAddtos5MHvSW,Addressing unequal times error from pvlib.temperature.prilliman with no leap day,https://github.com/pvlib/pvlib-python/issues/1476,,16,['enhancement'],https://github.com/pvlib/pvlib-python/pull/1490,2,0.4338168536622414,3711.0,pvlib/pvlib-python,pvlib,pvlib-python,https://github.com/pvlib/pvlib-python,A set of documented functions for simulating the performance of photovoltaic energy systems.,1103,Python,2024-06-13T07:09:22Z,2015-02-17T00:21:33Z,968,947,80,109
pvlib/pvlib-python,I_kwDOAddtos5MHvSW,Addressing unequal times error from pvlib.temperature.prilliman with no leap day,https://github.com/pvlib/pvlib-python/issues/1476,,14,['enhancement'],https://github.com/pvlib/pvlib-python/pull/1490,1,0.4338168536622414,3711.0,pvlib/pvlib-python,pvlib,pvlib-python,https://github.com/pvlib/pvlib-python,A set of documented functions for simulating the performance of photovoltaic energy systems.,1103,Python,2024-06-13T07:09:22Z,2015-02-17T00:21:33Z,968,947,80,109
O365/python-o365,MDU6SXNzdWU0NTE5ODc3NjU=,Timezone issues on IBM Cloud Functions,https://github.com/O365/python-o365/issues/257,,9,[],https://github.com/O365/python-o365/commit/ad061bc9754f589c919e06941397aa5e50133f45,2,0.4284782280796038,3640.0,O365/python-o365,O365,python-o365,https://github.com/O365/python-o365,A simple python library to interact with Microsoft Graph and Office 365 API,1586,Python,2024-06-10T09:50:17Z,2015-02-18T10:50:04Z,714,411,48,87
pretix/pretix,MDU6SXNzdWUyMTIyOTE5ODk=,Event time with timezone,https://github.com/pretix/pretix/issues/428,,8,"['bug', 'pretix.control']",https://github.com/pretix/pretix/pull/432,3,0.3333268604160226,3628.0,pretix/pretix,pretix,pretix,https://github.com/pretix/pretix,"Ticket shop application for conferences, festivals, concerts, tech events, shows, exhibitions, workshops, barcamps, etc.",1732,Python,2024-06-13T15:08:40Z,2014-09-08T13:10:38Z,1210,433,48,413
hardbyte/python-can,I_kwDOBB4-Sc56dRWK,send_periodic with non-None duration sends one extra message before stopping,https://github.com/hardbyte/python-can/issues/1710,,4,['bug'],https://github.com/hardbyte/python-can/pull/1713,2,0.3225168702903805,3621.0,hardbyte/python-can,hardbyte,python-can,https://github.com/hardbyte/python-can,The can package provides controller area network support for Python developers,1198,Python,2024-06-13T07:43:19Z,2016-09-24T08:42:42Z,837,583,72,35
ofek/pypinfo,MDU6SXNzdWU3OTM1NzM2NTI=,"No matching signature for function DATE_ADD for argument types: TIMESTAMP, INTERVAL INT64 DATE_TIME_PART",https://github.com/ofek/pypinfo/issues/108,,13,[],https://github.com/ofek/pypinfo/pull/109,2,0.3048791374307288,3616.0,ofek/pypinfo,ofek,pypinfo,https://github.com/ofek/pypinfo,Easily view PyPI download statistics via Google's BigQuery.,398,Python,2024-06-08T12:58:09Z,2017-05-13T20:33:25Z,53,31,14,0
dateutil/dateutil,MDU6SXNzdWUxOTcxNDM0MjU=,Inconsistent equality test around DST change with shared tzfile,https://github.com/dateutil/dateutil/issues/338,,20,"['bug', 'wontfix', 'time zones']",https://github.com/man-group/arctic/pull/305,3,0.3226066429635217,3567.0,dateutil/dateutil,dateutil,dateutil,https://github.com/dateutil/dateutil,Useful extensions to the standard Python datetime features,2266,Python,2024-06-10T19:57:22Z,2014-11-19T18:56:16Z,721,481,46,0
dateutil/dateutil,MDU6SXNzdWUxMTMyODY5NDI=,ValueError: tzinfo.utcoffset() returned 1440; must be in -1439 .. 1439,https://github.com/dateutil/dateutil/issues/135,,28,"['bug', 'time zones']",https://github.com/SiCKRAGE/SiCKRAGE/pull/3009,3,0.361642307798602,3534.0,dateutil/dateutil,dateutil,dateutil,https://github.com/dateutil/dateutil,Useful extensions to the standard Python datetime features,2266,Python,2024-06-10T19:57:22Z,2014-11-19T18:56:16Z,721,481,46,0
dbt-labs/dbt-core,I_kwDOAzEXQ85mUCMV,[Bug] Integration test gives an error for the JST timezone,https://github.com/dbt-labs/dbt-core/issues/7664,,22,"['bug', 'flaky_test']",https://github.com/dbt-labs/dbt-core/pull/7665,2,0.3864319815088183,3533.0,dbt-labs/dbt-core,dbt-labs,dbt-core,https://github.com/dbt-labs/dbt-core,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use to build applications.,9138,Python,2024-06-13T15:25:52Z,2016-03-10T02:38:00Z,5192,1524,136,228
MatthiasValvekens/pyHanko,I_kwDOEQV0Ys5kre9w,Test fail if no timezone is set on system,https://github.com/MatthiasValvekens/pyHanko/issues/256,,9,['bug'],https://github.com/MatthiasValvekens/pyHanko/commit/7caca7c7a0434d9400049847aea747a89743be87,6,0.3161394170796222,3519.0,MatthiasValvekens/pyHanko,MatthiasValvekens,pyHanko,https://github.com/MatthiasValvekens/pyHanko,pyHanko: sign and stamp PDF files,453,Python,2024-06-11T05:42:46Z,2020-08-06T12:48:43Z,119,68,11,218
pallets/quart,I_kwDOBpLdSM56tPOA,DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).,https://github.com/pallets/quart/issues/305,RESOLVED,5,[],https://github.com/pallets/quart/pull/306,1,0.8177812689111694,3499.0,pallets/quart,pallets,quart,https://github.com/pallets/quart,An async Python micro framework for building web applications. ,2715,Python,2024-06-13T11:57:24Z,2017-11-10T20:10:33Z,236,152,30,21
aws/aws-sdk-pandas,MDU6SXNzdWU3Mzc1MTk4NTU=,Timezone being interpreted incorrectly,https://github.com/aws/aws-sdk-pandas/issues/444,,17,['question'],https://github.com/aws/aws-sdk-pandas/commit/6c34c7a7251346c9a45089e25c06fcaddf89c394,1,0.3340825360995694,3497.0,aws/aws-sdk-pandas,aws,aws-sdk-pandas,https://github.com/aws/aws-sdk-pandas,"pandas on AWS - Easy integration with Athena, Glue, Redshift, Timestream, Neptune, OpenSearch, QuickSight, Chime, CloudWatchLogs, DynamoDB, EMR, SecretManager, PostgreSQL, MySQL, SQLServer and S3 (Parquet, CSV, JSON and EXCEL).",3834,Python,2024-06-13T07:31:43Z,2019-02-26T01:39:02Z,1127,670,62,66
dora-metrics/pelorus,I_kwDOCe_Bj85SPhbY,convert_date_time_to_timestamp incorrectly handles timezones,https://github.com/dora-metrics/pelorus/issues/662,,4,[],https://github.com/dora-metrics/pelorus/pull/664,2,0.4546595501148547,3465.0,dora-metrics/pelorus,dora-metrics,pelorus,https://github.com/dora-metrics/pelorus,Automate the measurement of organizational behavior,238,Python,2024-06-07T20:51:20Z,2019-01-20T20:46:37Z,481,82,20,23
oppia/oppia,I_kwDOAmzXy85uUX1J,[BUG]: UTC timestamp is not calculated in the server correctly,https://github.com/oppia/oppia/issues/18779,,31,"['triage needed', 'backend', 'bug']",https://github.com/oppia/oppia/pull/18780,5,0.304493133638721,3463.0,oppia/oppia,oppia,oppia,https://github.com/oppia/oppia,"A free, online learning platform to make quality education accessible for all.",5636,Python,2024-06-13T13:24:26Z,2015-08-14T00:16:14Z,7950,3795,239,778
tobymao/sqlglot,I_kwDOFLMIJc5jD_tt,Support for Presto/Trino's interval syntax,https://github.com/tobymao/sqlglot/issues/1410,,14,[],https://github.com/tobymao/sqlglot/pull/1413,4,0.3628064017722611,3449.0,tobymao/sqlglot,tobymao,sqlglot,https://github.com/tobymao/sqlglot,Python SQL Parser and Transpiler,5871,Python,2024-06-13T15:33:11Z,2021-03-13T05:01:56Z,1508,595,37,150
