Rater	Training?	Testing?	Set 3?	Skipped?	False pos?	Owner	Project	Title	Link	Fix Link	Stars	TF-IDFs	Size	Datetime	Arrow	Pendulum	Description	Category 1	Category 2	Affected Computation 1	Affected Computation 2	Affected Computation 3	Obscurity	Impact/Severity	# LOC	Logic Needed	Comments	BPST1	BPST2	BPST3	Make Benchmark?	Associated Benchmark
6: Serena Sasha	FALSE	FALSE	TRUE	FALSE	TRUE	googleapis	google-cloud-python	DISCUSSION: Should deserialized timestamps have a timezone?	https://github.com/googleapis/google-cloud-python/issues/279	https://github.com/dhermes/google-cloud-python/commit/b1b2aec3af0959a85ab1a3015e8c82468698120b	4704	0.5422287734	3054	1	0	0																
1: Shrey Peter	FALSE	TRUE	FALSE	FALSE	FALSE	aws	aws-sdk-pandas	Unexpected exception `TypeError: 'NoneType' object is not subscriptable` reading parquet files with timezone aware timestamps	https://github.com/aws/aws-sdk-pandas/issues/1823	https://github.com/aws/aws-sdk-pandas/pull/1840	3834	0.541965309	2215	1	0	0		Timezone	String Representation	String Parsing/Formatting (data)	Datetime Construction		Medium	Medium	Medium	Medium	they expect everything to have a timezone, so I'm calling it naive date time. its a bit of an odd one	Using Naïve Datetime Incorrectly			Specific	
	TRUE	FALSE	FALSE	FALSE	TRUE	ibis-project	ibis	bug(duckdb): int-to-timestamp type cast issue in duckdb backend	https://github.com/ibis-project/ibis/issues/4058	https://github.com/ibis-project/ibis/pull/4061	4407	0.5418156601	1484	1	0	0																
2: Shrey Serena	FALSE	FALSE	TRUE	FALSE	FALSE	meteostat	meteostat-python	`Hourly` attempts to fetch data of next year	https://github.com/meteostat/meteostat-python/issues/132	https://github.com/meteostat/meteostat-python/commit/e3a927e6595d596e1b2649ea44b7df860e0760c6	379	0.5385583466	2875	1	0	0		Date		String Parsing/Formatting (data)	Querying Datetime Components		Medium	Medium	Low	Low	im so confused abt the ac's	OOB Datetimes			Specific	
5: Peter Sasha	FALSE	TRUE	FALSE	FALSE	TRUE	pandas-dev	pandas-stubs	timedelta_range or interval_range should accept Timedelta or timedelta as freq	https://github.com/pandas-dev/pandas-stubs/issues/600	https://github.com/pandas-dev/pandas-stubs/pull/670	217	0.53841725	2116	1	0	0																
1: Shrey Peter	FALSE	FALSE	TRUE	FALSE	TRUE	dateutil	dateutil	rrule parsing allows `UNTIL` with non-UTC dates	https://github.com/dateutil/dateutil/issues/633	https://github.com/ryanpetrello/dateutil/commit/5cba12a2fd7a15c9e9e3f6ed0546483348aa5906	2266	0.5371610403	1212	1	0	0																
	TRUE	FALSE	FALSE	FALSE	FALSE	scrapinghub	dateparser	Returned datetime skips a day with time+timezone input and PREFER_DATES_FROM = 'future'	https://github.com/scrapinghub/dateparser/issues/403	https://github.com/reminder-bot/bot/pull/15	2480	0.5368515631	5721	1	0	0		Timezone	String Representation	Replacing/Rounding Datetime Components	String Parsing/Formatting (data)		Medium	Medium	Medium	Medium		Using Naïve Datetime Incorrectly			Yes	
5: Peter Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	BittyTax	BittyTax	bug: GMT, BST are not the same as Europe/London	https://github.com/BittyTax/BittyTax/issues/251	https://github.com/BittyTax/BittyTax/commit/e7f4bd3a0e9382effb57190be11c9b1f348c677d	407	0.5349894054	1541	1	0	0		Timezone		Datetime Construction			Medium	Medium	Medium	Low		TODO			No	
1: Shrey Peter	FALSE	TRUE	FALSE	FALSE	TRUE	voxel51	fiftyone	[BUG] App timezone issues	https://github.com/voxel51/fiftyone/issues/2111	https://github.com/voxel51/fiftyone/pull/2115	6902	0.534822494	1816	1	0	0	like one line of python code was involved, but the actually faulty logic was tsx															
5: Peter Sasha	FALSE	TRUE	FALSE	FALSE	FALSE	dateutil	dateutil	tzwin for the same timezone string does not compare equal	https://github.com/dateutil/dateutil/issues/151	https://github.com/dateutil/dateutil/pull/180	2266	0.5328494159	1188	1	0	0		Timezone		TODO			Medium	Medium	Medium	Low		Comparing Timezones	Library Bug		Yes	
6: Serena Sasha	FALSE	TRUE	FALSE	FALSE	FALSE	apache	airflow	AttributeError: 'datetime.timezone' object has no attribute 'name'	https://github.com/apache/airflow/issues/16551	https://github.com/apache/airflow/pull/16599	35031	0.5324915053	14229	1	0	1		Timezone		Datetime Construction	Querying Datetime Components		Low	Medium	Low	Low	datetime.utc has no name???	Adding Support for New Libraries			Yes	
5: Peter Sasha	FALSE	FALSE	TRUE	FALSE	TRUE	ibis-project	ibis	Spark SQL add_months has nonstandard behavior for end-of-month days	https://github.com/ibis-project/ibis/issues/1886	https://github.com/amroid/ibis/commit/a38dff05c34eed7ae0afe09f63f2b89be71bbed4	4407	0.5311425876	1269	1	0	0																
3: Shrey Sasha	FALSE	TRUE	FALSE	FALSE	FALSE	dateutil	dateutil	AttributeError when strftime argument includes "%Z" for datetime.time	https://github.com/dateutil/dateutil/issues/292	https://github.com/dateutil/dateutil/pull/309	2266	0.5290038546	1327	1	0	0		Timezone		String Parsing/Formatting (data)			Low	Medium	Medium	Low		TODO	Library Bug		Yes	
3: Shrey Sasha	FALSE	TRUE	FALSE	FALSE	TRUE	ericaltendorf	plotman	Bug: After config dst change, old (no longer configured) dst is still being used for new plots	https://github.com/ericaltendorf/plotman/issues/31	https://github.com/ericaltendorf/plotman/commit/3ecc7649f1336ea1103310e80ab2431582136eda	917	0.5260870966	1098	1	0	1																
	TRUE	FALSE	FALSE	FALSE	FALSE	sqlalchemy	sqlalchemy	Implement mapping to MSSQL "DateTimeOffset" type when using SQLAlchemy generic type Datetime(Timezone=True)	https://github.com/sqlalchemy/sqlalchemy/issues/6306	https://github.com/sqlalchemy/sqlalchemy/commit/0c801c8a6617523796f304268d0417a59469a37c	9045	0.5243776735	1256	1	0	0		Timezone		Library Conversions	Datetime Construction		Medium	Medium	High	Medium		Using Naïve Datetime Incorrectly	Adding Support for New Features		No	
1: Shrey Peter	FALSE	FALSE	TRUE	FALSE	FALSE	Couchers-org	couchers	Timezone issues in DB	https://github.com/Couchers-org/couchers/issues/322	https://github.com/Couchers-org/couchers/pull/324	355	0.5236403226	6243	1	0	0		Timezone		Datetime Comparison	Datetime Construction	String Parsing/Formatting (data)	Low	High	Medium	Low	seems like a kinda sketchy fix to me	Using Naïve Datetime Incorrectly			No	
4: Peter Serena	FALSE	FALSE	TRUE	FALSE	FALSE	dateutil	dateutil	dateutil does not accept a dt argument of None	https://github.com/dateutil/dateutil/issues/132	https://github.com/dateutil/dateutil/pull/141	2266	0.5224267405	1566	1	0	0		Timezone		Querying Datetime Components			Low	Medium	Very High	Low	idk what fix im supposed to look at tell me why theres 15000	Incorrect Format Assumptions			No	
2: Shrey Serena	FALSE	FALSE	TRUE	FALSE	FALSE	graphql-python	graphene	[Enhancement] DateTime inputs should accept Python datetimes	https://github.com/graphql-python/graphene/issues/863	https://github.com/graphql-python/graphene/pull/864	8006	0.5215769027	1387	1	0	0		String Representation		String Parsing/Formatting (data)			Low	Low	Medium	Low		Compatibility Issues			Specific	
2: Shrey Serena	FALSE	TRUE	FALSE	FALSE	FALSE	sdispater	pendulum	Interprets 2 digit year 85 as 2085 instead of 1985	https://github.com/sdispater/pendulum/issues/686	https://github.com/MrAlexBailey/pendulum-fix-YY/commit/1e560c9ccf5b11fd2beab409e81e123eb0ddb160	6109	0.5210428648	1601	1	0	1		Date	String Representation	String Parsing/Formatting (data)	Datetime Construction		High	Medium	Low	Low	i put it as high bc i believe it's failing silently -- could be wrong tho; also OOB time bc its technically OOB for the purposes of the program	Unintuitive Arithmetic	Library Bug	OOB Times	Yes	
4: Peter Serena	FALSE	TRUE	FALSE	FALSE	TRUE	streamlit	streamlit	Handling timezones	https://github.com/streamlit/streamlit/issues/1837	https://github.com/streamlit/streamlit/pull/1838	32774	0.5203939288	2641	1	0	0																
4: Peter Serena	FALSE	TRUE	FALSE	FALSE	FALSE	sdispater	pendulum	Inconsistency with 'parse("13:00")' depending if Pendulum is built with C extensions or not	https://github.com/sdispater/pendulum/issues/210	https://github.com/sdispater/pendulum/pull/251	6109	0.5203829295	1672	1	0	1		String Representation		String Parsing/Formatting (humanized)	Datetime Construction		Medium	High	Medium	Medium	pendulum's parsing is wrong	Precision of Representation			No	
6: Serena Sasha	FALSE	FALSE	TRUE	FALSE	TRUE	python	cpython	Add `strptime`/`strftime` format code examples	https://github.com/python/cpython/issues/100574	https://github.com/python/cpython/pull/100575	60455	0.5185091792	1345	1	0	0																
5: Peter Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	ranaroussi	yfinance	Issue with DateTime index in yf.download	https://github.com/ranaroussi/yfinance/issues/125	https://github.com/rdiere/yfinance/commit/e7966b98b447002f0cff3070ad3054b1bcb8f97f	12242	0.5179997578	2992	1	0	0		String Representation		String Parsing/Formatting (data)	Datetime Construction		Medium	Medium	Low	Low		Precision of Representation			No	
4: Peter Serena	FALSE	FALSE	TRUE	FALSE	TRUE	collerek	ormar	Timezone issues when filtering with dates	https://github.com/collerek/ormar/issues/504	https://github.com/collerek/ormar/pull/508	1600	0.5134223956	2153	1	0	0											seems like a fp?? idk					
	TRUE	FALSE	FALSE	FALSE	FALSE	zulip	zulip	Naive datetime warnings in populate_db	https://github.com/zulip/zulip/issues/2729	https://github.com/refeed/zulip/commit/4d50ba5e6fd987fbbe7267727fdd72816964b84b	20271	0.5131649887	2537	1	0	0		Timezone		Datetime Construction	Library Conversions		Low	Medium	Low	Low		Using Naïve Datetime Incorrectly			No	
1: Shrey Peter	FALSE	FALSE	TRUE	FALSE	FALSE	pydantic	pydantic	Pydantic TzInfo(UTC) != datetime.UTC	https://github.com/pydantic/pydantic/issues/8683	https://github.com/pydantic/pydantic-core/pull/1197	19350	0.5128671556	5200	1	0	0		Timezone		Timezone Equality	Querying Datetime Components		Low	Low	Medium	Medium		Comparing Timezones			Yes	
6: Serena Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	jborean93	smbprotocol	OverflowError when parsing timestamp header.	https://github.com/jborean93/smbprotocol/issues/114	https://github.com/demisto/content/pull/13345	302	0.5124121136	1676	1	0	0		Timestamps		Timestamp/Hash Construction			Medium	Medium	High	Low		OOB Timestamps			Yes	
	TRUE	FALSE	FALSE	FALSE	FALSE	snooze92	alfred-epoch-converter	Guard against system bad timezone	https://github.com/snooze92/alfred-epoch-converter/issues/13	https://github.com/snooze92/alfred-epoch-converter/pull/14	154	0.5116369134	1457	1	0	0		Timezone	DST	Datetime Arithmetic	Delta Arithmetic	Timezone Conversions	Medium	Medium	Medium	Medium		Using Naïve Datetime Incorrectly	Library Bug		Yes	
6: Serena Sasha	FALSE	FALSE	TRUE	FALSE	TRUE	Bears-R-Us	arkouda	add Datetime methods/accessors to extract components of datetime values	https://github.com/Bears-R-Us/arkouda/issues/1376	https://github.com/jeichert60/arkouda/commit/6faefa0f3de0c37762419a112b0317b23a34327b	228	0.511318645	1532	1	0	0																
3: Shrey Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	aws	aws-sdk-pandas	Cannot set TimeUnit to MICROSECONDS	https://github.com/aws/aws-sdk-pandas/issues/2261	https://github.com/aws/aws-sdk-pandas/pull/2263	3834	0.5083542225	2671	1	0	0		Timestamps		Datetime Construction			Low	Low	High	Medium		Precision of Representation			No	
2: Shrey Serena	FALSE	FALSE	TRUE	FALSE	FALSE	agronholm	apscheduler	One-off job incorrectly scheduled if scheduler timezone different from system timezone	https://github.com/agronholm/apscheduler/issues/133	https://github.com/agronholm/apscheduler/commit/7ef878c6b4504727b5640e9c66f07dc40ed9249a	5869	0.5081901638	2368	1	0	0		Timezone		Timezone Conversions			Medium	Medium	Low	Low		Comparing Timezones	Using Naïve Datetime Incorrectly		Yes	
5: Peter Sasha	FALSE	FALSE	TRUE	TRUE	FALSE	sdispater	pendulum	RecursionError when add or subtract-ing with a fixed offset timezone	https://github.com/sdispater/pendulum/issues/422	https://github.com/sdispater/pendulum/pull/431	6109	0.506924129	6459	1	0	1		Other		Datetime Arithmetic			Low	Medium	Low	Low		TODO			No	
1: Shrey Peter	FALSE	FALSE	TRUE	FALSE	FALSE	pallets-eco	flask-session	can't compare offset-naive and offset-aware datetimes	https://github.com/pallets-eco/flask-session/issues/85	https://github.com/pallets-eco/flask-session/pull/100	487	0.5059789004	1459	1	0	0		Timezone		Datetime Comparison	Timezone Conversions		Low	Medium	Medium	Medium		Using Naïve Datetime Incorrectly			Specific	
1: Shrey Peter	FALSE	FALSE	TRUE	FALSE	FALSE	sdispater	pendulum	Initialize from existing `datetime.date` object?	https://github.com/sdispater/pendulum/issues/250	https://github.com/sdispater/pendulum/pull/732	6109	0.5044236127	2681	1	0	1		Date		Library Conversions	Datetime Construction		Low	Medium	High	Medium		Adding Support for New Features			No	
4: Peter Serena	FALSE	FALSE	TRUE	FALSE	FALSE	trinodb	trino-python-client	Timestamp with time zone not mapped correctly	https://github.com/trinodb/trino-python-client/issues/366	https://github.com/trinodb/trino-python-client/pull/367	302	0.5032186542	1677	1	0	0		Timezone	Timestamps	Datetime Construction	Timezone Conversions		Low	Medium	High	Medium		Incorrect API usage			Yes	
5: Peter Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	apache	airflow	datetime.utcnow and datetime.utcfromtimestamp are deprecated in Python 3.12	https://github.com/apache/airflow/issues/32344	https://github.com/apache/airflow/pull/35448	35031	0.5018147482	4244	1	0	1		Deprecated		Datetime Construction			Low	Low	High	Low		Outdated/Deprecated APIs			Yes	
6: Serena Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	eclecticiq	OpenTAXII	Timestamps are incorrectly stored when the database is running in a non-UTC timezone.	https://github.com/eclecticiq/OpenTAXII/issues/138	https://github.com/eclecticiq/OpenTAXII/pull/139	182	0.4984190305	1718	1	0	0		Timezone		Datetime Construction			Low	Medium	Medium	Low		Using Naïve Datetime Incorrectly			No	
1: Shrey Peter	FALSE	FALSE	TRUE	FALSE	FALSE	timvink	mkdocs-git-revision-date-localized-plugin	`timezone` appears not to work	https://github.com/timvink/mkdocs-git-revision-date-localized-plugin/issues/79	https://github.com/timvink/mkdocs-git-revision-date-localized-plugin/pull/80	177	0.4970041183	1179	1	0	0		Timezone		Datetime Construction			Medium	Medium	Low	High		Typo			No	
3: Shrey Sasha	FALSE	FALSE	TRUE	TRUE	FALSE	agronholm	apscheduler	Infinite loop in CalendarIntervalTrigger with UTC timezone	https://github.com/agronholm/apscheduler/issues/897	https://github.com/agronholm/apscheduler/pull/898	5869	0.4965091183	1557	1	0	0		Timezone		Datetime Equality			Low	Medium	Medium	Low	INTERESTING	Unintuitive Arithmetic	Incorrect API usage		Yes	
	TRUE	FALSE	FALSE	FALSE	FALSE	python	cpython	Document the "gotcha" behaviors in utcnow() and utcfromtimestamp()	https://github.com/python/cpython/issues/81669	https://github.com/odoo-dev/odoo/commit/67ff28cef66214328f26b5f3187a9ee85f8d9204	60455	0.4962715993	3847	1	0	0		Timezone		Datetime Construction	Timezone Conversions		Medium	Medium	Low	Medium		Outdated/Deprecated APIs	Using Naïve Datetime Incorrectly		Yes	
6: Serena Sasha	FALSE	FALSE	TRUE	TRUE	FALSE	ClickHouse	clickhouse-connect	Timezone-aware DateTime64 columns now returned missing the timezone info	https://github.com/ClickHouse/clickhouse-connect/issues/136	https://github.com/ClickHouse/clickhouse-connect/pull/137	272	0.4957090367	5069	1	1	0		Timezone		Datetime Construction			Low	Medium	Medium							
2: Shrey Serena	FALSE	FALSE	TRUE	FALSE	FALSE	jcrist	msgspec	JSON encoder does not respect ZoneInfo (the IANA time zone database) when encoding datetime objects.	https://github.com/jcrist/msgspec/issues/533	https://github.com/jcrist/msgspec/pull/534	1972	0.4942254752	1157	1	0	0		Timezone	String Representation	String Parsing/Formatting (data)			Medium	Medium	High	Medium	tzinfo gets shifted to utc automatically when it shouldnt be	Dropping Timezones	Compatibility Issues		Yes	
2: Shrey Serena	FALSE	FALSE	TRUE	FALSE	FALSE	xcube-dev	xcube	Address `xcube serve`  FutureWarning: timezone-naive DatetimeIndex with a timezone-aware datetime is deprecated	https://github.com/xcube-dev/xcube/issues/555	https://github.com/xcube-dev/xcube/commit/289a0447622d2de92dd74c35d9f062e7c12f181c	177	0.4935990551	1068	1	0	0		Timezone		Timezone Conversions			Low	Medium	Medium	Low	cant use tz aware indexes on tz unaware arrays	Using Naïve Datetime Incorrectly	Incorrect API usage	Outdated/Deprecated APIs	Yes	
4: Peter Serena	FALSE	FALSE	TRUE	FALSE	FALSE	dbt-labs	dbt-core	[CT-3374] [Bug] test_utils.TestCurrentTimestamp.test_current_timestamp_matches_utc is failing for the MacOS runner	https://github.com/dbt-labs/dbt-core/issues/9057	https://github.com/dbt-labs/dbt-core/pull/9058	9138	0.4935733761	2752	1	0	0		Timestamps	Duration	Delta Comparison	Replacing/Rounding Datetime Components		Low	Medium	Low	Medium	what is causing the bug? could be interesting	Compatibility Issues			No	
4: Peter Serena	FALSE	FALSE	TRUE	FALSE	FALSE	certtools	intelmq	Harmonization DateTime incorrect handling of naive time strings	https://github.com/certtools/intelmq/issues/2278	https://github.com/gethvi/intelmq/commit/213ab60985d5b4ab2d1e6923c5d588b5efaf0c1c	944	0.4929734988	3073	1	0	1		Timezone	String Representation	Timezone Conversions	String Parsing/Formatting (data)		Low	Medium	High	Medium		Using Naïve Datetime Incorrectly	Dropping Timezones		Yes	
4: Peter Serena	FALSE	FALSE	TRUE	FALSE	TRUE	python	cpython	The time library documentation should include the field to catch microseconds in a date time string	https://github.com/python/cpython/issues/115315	https://github.com/python/cpython/pull/115316	60455	0.4923023908	3995	1	0	0																
5: Peter Sasha	FALSE	FALSE	TRUE	FALSE	TRUE	igorbenav	fastcrud	Add Warning in Docs that only timezone aware data is supported	https://github.com/igorbenav/fastcrud/issues/92	https://github.com/igorbenav/fastcrud/pull/94	440	0.4904937534	1007	1	0	0																
5: Peter Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	googleapis	python-bigquery	Timestamp loss of precision in insert_rows	https://github.com/googleapis/python-bigquery/issues/392	https://github.com/googleapis/python-bigquery/pull/393	717	0.4902244991	2030	1	0	0		Timestamps		Timestamp/Hash Construction			Medium	Medium	Low	Low		Precision of Representation			No	
3: Shrey Sasha	FALSE	FALSE	TRUE	FALSE	TRUE	DadosAbertosDeFeira	maria-quiteria	Remover warnings.warn("DateTimeField %s received a naive datetime (%s)"	https://github.com/DadosAbertosDeFeira/maria-quiteria/issues/239	https://github.com/rudaporto/maria-quiteria/commit/e01e56d1f0dd521c01c7e71dbf69f5a715308bb5	165	0.489698241	3042	1	0	0	Not in english															
5: Peter Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	python	typeshed	Unsupported operand types for + ("timedelta" and "datetime")	https://github.com/python/typeshed/issues/3538	https://github.com/lovasoa/typeshed/commit/fca03d64689dfbc617e506ca1600f8f6b9842f51	4139	0.4894073903	1126	1	0	0		Duration		Datetime Arithmetic			Low	Medium	Low	Low		TODO			Specific	
	TRUE	FALSE	FALSE	FALSE	FALSE	weewx	weewx	Daylight savings changeovers at midnight cause problems with daily summaries	https://github.com/weewx/weewx/issues/356	https://github.com/weewx/weewx/commit/0a5ee55d08262f12718f2367adb02d216fb7e610	974	0.489287511	1927	1	0	0		DST	Timestamps	Datetime Construction	Replacing/Rounding Datetime Components		Medium	Low	Medium	Medium		Crossing DST boundaries	Precision of Representation	Unintuitive Arithmetic	Yes	
	TRUE	FALSE	FALSE	FALSE	FALSE	pyopenapi	pyswagger	ISO 8601 timestamps with milliseconds are not parsed properly	https://github.com/pyopenapi/pyswagger/issues/83	https://github.com/pyopenapi/pyswagger/commit/9ff197972a6247f0f3849a625ec24acc1a35b6ab	381	0.4880820245	1868	1	0	0		String Representation	Timezone	Replacing/Rounding Datetime Components	String Parsing/Formatting (data)		Low	Medium	Medium	Low	parsing incorrectly so tz's are being dropped	Precision of Representation	Read/Write Naïve times		Yes	
2: Shrey Serena	FALSE	FALSE	TRUE	FALSE	TRUE	ansible	ansibullbot	TypeError: unsupported operand type(s) for -: 'datetime.datetime' and 'NoneType'	https://github.com/ansible/ansibullbot/issues/1254	https://github.com/ansible/ansibullbot/pull/1270	203	0.4872717973	31974	1	0	0											the issue is so uninformative					
6: Serena Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	googleapis	python-bigquery-pandas	TST: dtype for BigQuery TIMESTAMP unexpectedly using datetime64[ns, UTC] dtype	https://github.com/googleapis/python-bigquery-pandas/issues/261	https://github.com/googleapis/python-bigquery-pandas/pull/262	425	0.4870506346	4424	1	0	0		Timezone		Timezone Conversions			Low	Medium	Low	Low	Simply ++ min pandas version	Outdated/Deprecated APIs			No	
	TRUE	FALSE	FALSE	FALSE	TRUE	ecederstrand	exchangelib	EWSDateTime.fromisoformat() throws exception when timezone is in the date string	https://github.com/ecederstrand/exchangelib/issues/1114	https://github.com/ecederstrand/exchangelib/commit/18dcaefc95ee081f4d9315ca2fe80a17f2d1e24b	1140	0.4864267767	1975	1	0	0																
	TRUE	FALSE	FALSE	FALSE	TRUE	xcube-dev	xcube	Fix "Can't determine indexer timezone" warning	https://github.com/xcube-dev/xcube/issues/781	https://github.com/xcube-dev/xcube/pull/784	177	0.4855803739	1467	1	0	0																
4: Peter Serena	FALSE	FALSE	TRUE	FALSE	FALSE	apache	airflow	TimeSensorAsync breaks if target_time is timezone-aware	https://github.com/apache/airflow/issues/24736	https://github.com/apache/airflow/pull/25221	35031	0.4815872142	3303	1	0	1		Timezone		Timezone Conversions			Low	Medium	Low	Low	making it so everything is auto converted to utc	Dropping Timezones	Comparing Timezones	Compatibility Issues	No	
2: Shrey Serena	FALSE	FALSE	TRUE	FALSE	FALSE	zulip	zulip	Make all datetimes timezone aware	https://github.com/zulip/zulip/issues/1539	https://github.com/TomaszKolek/zulip/commit/54851419bf17e0467c5fdfa01505214e5ed8f6a3	20271	0.4805717847	1595	1	0	0		Timezone		Datetime Construction			Low	Low	High	Low	just going from naive to tz aware; not rlly a bug	Using Naïve Datetime Incorrectly			No	
2: Shrey Serena	FALSE	FALSE	TRUE	FALSE	TRUE	psycopg	psycopg	Unable to use ZoneInfo with datetime.time	https://github.com/psycopg/psycopg/issues/652	https://github.com/psycopg/psycopg/commit/cde46f041678950f5225a65a8ba9f6a66503692c	1541	0.4803265007	1696	1	0	0											not a bug but incorrect api usage; should be false pos?					
3: Shrey Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	richardpenman	whois	Some registrars have timezones for expiration, some don't	https://github.com/richardpenman/whois/issues/183	https://github.com/richardpenman/whois/pull/209	340	0.4797678369	2287	1	0	0		Timezone		Datetime Comparison	Timezone Conversions	Delta Construction	Low	Medium	Low	Low	 '-'ing tz-aware and naive dts	Using Naïve Datetime Incorrectly			Yes	
	TRUE	FALSE	FALSE	FALSE	TRUE	pandas-dev	pandas-stubs	Subtracting Timestamp from DatetimeIndex does not produce TimedeltaIndex	https://github.com/pandas-dev/pandas-stubs/issues/280	https://github.com/pandas-dev/pandas-stubs/pull/290	217	0.4782258114	1000	1	0	0																
5: Peter Sasha	FALSE	FALSE	TRUE	FALSE	TRUE	python	cpython	Leap Year Calculation for Replace Function Causes day is out of range for month	https://github.com/python/cpython/issues/116175	https://github.com/python/cpython/pull/116176	60455	0.4773466267	1855	1	0	0	Adding 2 years to Feb 29										INTERESTING				Yes	
2: Shrey Serena	FALSE	FALSE	TRUE	FALSE	FALSE	stac-utils	stac-fastapi	sqlalchemy backend does not support non-interval datetime values	https://github.com/stac-utils/stac-fastapi/issues/256	https://github.com/stac-utils/stac-fastapi/pull/262	221	0.4772528976	3961	1	0	0		String Representation		String Parsing/Formatting (data)			Low	Medium	Low	Low	not sure if this is a false pos?	Adding Support for New Features	Incorrect Format Assumptions		No	
5: Peter Sasha	FALSE	FALSE	TRUE	FALSE	TRUE	opendatacube	datacube-core	API Query doctest fails due to different timezone representation	https://github.com/opendatacube/datacube-core/issues/1485	https://github.com/opendatacube/datacube-core/pull/1527	492	0.4757127454	1398	1	0	0																
4: Peter Serena	FALSE	FALSE	TRUE	FALSE	TRUE	pydantic	pydantic	Incorrect JSON output for a timedelta formed from subtracting two pd.Timestamps	https://github.com/pydantic/pydantic/issues/7095	https://github.com/pydantic/pydantic-core/pull/881	19350	0.475679894	2218	1	0	0											pandas problem					
	TRUE	FALSE	FALSE	FALSE	FALSE	dask-contrib	dask-sql	Timestamp improvements	https://github.com/dask-contrib/dask-sql/issues/982	https://github.com/dask-contrib/dask-sql/pull/973	372	0.475178856	1256	1	0	0		Timestamps		Timestamp/Hash Construction	Datetime Construction		Medium	Low	Medium	Medium		Precision of Representation	OOB Timestamps		Yes	
5: Peter Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	kennethreitz	maya	Inconsistent conversion of datetime slang	https://github.com/kennethreitz/maya/issues/36	https://github.com/kennethreitz/maya/pull/38	3407	0.4749997788	1396	1	0	1		Timezone		String Parsing/Formatting (humanized)	Querying Datetime Components		Medium	Medium	Medium	Low	Make benchmark for other libs	Using Naïve Datetime Incorrectly			Yes	
5: Peter Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	tobymao	sqlglot	Transforming a presto literal timestamp query to duckdb	https://github.com/tobymao/sqlglot/issues/1779	https://github.com/tobymao/sqlglot/pull/1780	5871	0.4743360269	1836	1	0	0		Date		Delta Construction			Low	Medium	Medium	Low	INTERESTING (quarter=90d?!!)	Incorrect Format Assumptions			No	
5: Peter Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	python-social-auth	social-core	UserMixin.expiration_timedelta() returns wrong value because timedelta is calculated using different timezones	https://github.com/python-social-auth/social-core/issues/128	https://github.com/python-social-auth/social-core/pull/129	832	0.4741014125	2224	1	0	0		Duration		Datetime Arithmetic	Delta Construction		Low	Medium	Low	Low	d = c + (a-b)	Using Naïve Datetime Incorrectly	Subtracting Dates		Specific	
4: Peter Serena	FALSE	FALSE	TRUE	FALSE	TRUE	apache	airflow	airflow.dates.days_ago doesn't respect configured timezone	https://github.com/apache/airflow/issues/17720	https://github.com/apache/airflow/pull/20508	35031	0.473348432	5225	1	0	1																
6: Serena Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	art049	odmantic	pydantic ValidationError for datetime fields if microsecond is 999xyz	https://github.com/art049/odmantic/issues/99	https://github.com/art049/odmantic/pull/100	1002	0.4727722801	2059	1	0	0		String Representation		Datetime Construction	Replacing/Rounding Datetime Components	String Parsing/Formatting (data)	Medium	Medium	Low	Low	truncate usecs instead of round	Incorrect Format Assumptions	Precision of Representation		Yes	
3: Shrey Sasha	FALSE	FALSE	TRUE	FALSE	TRUE	census-instrumentation	opencensus-python	all: refactor by extraction code for conversion from timestampStr to microseconds	https://github.com/census-instrumentation/opencensus-python/issues/328	https://github.com/census-instrumentation/opencensus-python/pull/327	663	0.4705395296	2589	1	0	0																
1: Shrey Peter	FALSE	FALSE	TRUE	FALSE	FALSE	python-openapi	openapi-core	Consider moving to isodate.parse_datetime as date time string unmarsaller	https://github.com/python-openapi/openapi-core/issues/235	https://github.com/python-openapi/openapi-core/pull/237	282	0.4672578992	1248	1	0	0		String Representation	Timezone	String Parsing/Formatting (data)	Datetime Construction		Low	Medium	Low	Low		Dropping Timezones			No	
5: Peter Sasha	FALSE	FALSE	TRUE	FALSE	FALSE	jschneier	django-storages	modified_time in s3boto3 raises ValueError: astimezone() cannot be applied to a naive datetime	https://github.com/jschneier/django-storages/issues/225	https://github.com/jschneier/django-storages/pull/226	2664	0.4669540982	1203	1	0	0		Timezone		Timezone Conversions			Low	High	Medium	Medium	make bm if can detect naive dts before localizing	Using Naïve Datetime Incorrectly	Dropping Timezones		Specific	
